COUNTY,YEAR,BENE_GEO_CD,BENES_TOTAL_CNT,BENES_WTH_PTAPTB_CNT,BENES_FFS_CNT,BENES_MA_CNT,MA_PRTCPTN_RATE,BENE_AVG_AGE,BENE_FEML_PCT,BENE_MALE_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_OTHR_PCT,BENE_DUAL_PCT,BENE_AVG_RISK_SCRE,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC,IP_MDCR_PYMT_AMT,IP_MDCR_PYMT_PCT,IP_MDCR_PYMT_PC,IP_MDCR_PYMT_PER_USER,IP_MDCR_STDZD_PYMT_AMT,IP_MDCR_STDZD_PYMT_PCT,IP_MDCR_STDZD_PYMT_PC,IP_MDCR_STDZD_PYMT_PER_USER,BENES_IP_CVRD_STAY_CNT,BENES_IP_PCT,IP_CVRD_STAYS_PER_1000_BENES,IP_CVRD_DAYS_PER_1000_BENES,ACUTE_HOSP_READMSN_CNT,ACUTE_HOSP_READMSN_PCT,BENES_ER_VISITS_CNT,ER_VISITS_PER_1000_BENES,BENES_ER_VISITS_PCT,OP_MDCR_PYMT_AMT,OP_MDCR_PYMT_PCT,OP_MDCR_PYMT_PC,OP_MDCR_PYMT_PER_USER,OP_MDCR_STDZD_PYMT_AMT,OP_MDCR_STDZD_PYMT_PCT,OP_MDCR_STDZD_PYMT_PC,OP_MDCR_STDZD_PYMT_PER_USER,BENES_OP_CNT,BENES_OP_PCT,OP_VISITS_PER_1000_BENES,ASC_MDCR_PYMT_AMT,ASC_MDCR_PYMT_PCT,ASC_MDCR_PYMT_PC,ASC_MDCR_PYMT_PER_USER,ASC_MDCR_STDZD_PYMT_AMT,ASC_MDCR_STDZD_PYMT_PCT,ASC_MDCR_STDZD_PYMT_PC,ASC_MDCR_STDZD_PYMT_PER_USER,BENES_ASC_CNT,BENES_ASC_PCT,ASC_EVNTS_PER_1000_BENES,SNF_MDCR_PYMT_AMT,SNF_MDCR_PYMT_PCT,SNF_MDCR_PYMT_PC,SNF_MDCR_PYMT_PER_USER,SNF_MDCR_STDZD_PYMT_AMT,SNF_MDCR_STDZD_PYMT_PCT,SNF_MDCR_STDZD_PYMT_PC,SNF_MDCR_STDZD_PYMT_PER_USER,BENES_SNF_CNT,BENES_SNF_PCT,SNF_CVRD_STAYS_PER_1000_BENES,SNF_CVRD_DAYS_PER_1000_BENES,IRF_MDCR_PYMT_AMT,IRF_MDCR_PYMT_PCT,IRF_MDCR_PYMT_PC,IRF_MDCR_PYMT_PER_USER,IRF_MDCR_STDZD_PYMT_AMT,IRF_MDCR_STDZD_PYMT_PCT,IRF_MDCR_STDZD_PYMT_PC,IRF_MDCR_STDZD_PYMT_PER_USER,BENES_IRF_CNT,BENES_IRF_PCT,IRF_CVRD_STAYS_PER_1000_BENES,IRF_CVRD_DAYS_PER_1000_BENES,LTCH_MDCR_PYMT_AMT,LTCH_MDCR_PYMT_PCT,LTCH_MDCR_PYMT_PC,LTCH_MDCR_PYMT_PER_USER,LTCH_MDCR_STDZD_PYMT_AMT,LTCH_MDCR_STDZD_PYMT_PCT,LTCH_MDCR_STDZD_PYMT_PC,LTCH_MDCR_STDZD_PYMT_PER_USER,BENES_LTCH_CNT,BENES_LTCH_PCT,LTCH_CVRD_STAYS_PER_1000_BENES,LTCH_CVRD_DAYS_PER_1000_BENES,HH_MDCR_PYMT_AMT,HH_MDCR_PYMT_PCT,HH_MDCR_PYMT_PC,HH_MDCR_PYMT_PER_USER,HH_MDCR_STDZD_PYMT_AMT,HH_MDCR_STDZD_PYMT_PCT,HH_MDCR_STDZD_PYMT_PC,HH_MDCR_STDZD_PYMT_PER_USER,BENES_HH_CNT,BENES_HH_PCT,HH_EPISODES_PER_1000_BENES,HH_VISITS_PER_1000_BENES,HOSPC_MDCR_PYMT_AMT,HOSPC_MDCR_PYMT_PCT,HOSPC_MDCR_PYMT_PC,HOSPC_MDCR_PYMT_PER_USER,HOSPC_MDCR_STDZD_PYMT_AMT,HOSPC_MDCR_STDZD_PYMT_PCT,HOSPC_MDCR_STDZD_PYMT_PC,HOSPC_MDCR_STDZD_PYMT_PER_USER,BENES_HOSPC_CNT,BENES_HOSPC_PCT,HOSPC_CVRD_STAYS_PER_1000_BENES,HOSPC_CVRD_DAYS_PER_1000_BENES,EM_MDCR_PYMT_AMT,EM_MDCR_PYMT_PCT,EM_MDCR_PYMT_PC,EM_MDCR_PYMT_PER_USER,EM_MDCR_STDZD_PYMT_AMT,EM_MDCR_STDZD_PYMT_PCT,EM_MDCR_STDZD_PYMT_PC,EM_MDCR_STDZD_PYMT_PER_USER,BENES_EM_CNT,BENES_EM_PCT,EM_EVNTS_PER_1000_BENES,PRCDRS_MDCR_PYMT_AMT,PRCDRS_MDCR_PYMT_PCT,PRCDRS_MDCR_PYMT_PC,PRCDRS_MDCR_PYMT_PER_USER,PRCDRS_MDCR_STDZD_PYMT_AMT,PRCDRS_MDCR_STDZD_PYMT_PCT,PRCDRS_MDCR_STDZD_PYMT_PC,PRCDRS_MDCR_STDZD_PYMT_PER_USER,BENES_PRCDRS_CNT,BENES_PRCDRS_PCT,PRCDR_EVNTS_PER_1000_BENES,TESTS_MDCR_PYMT_AMT,TESTS_MDCR_PYMT_PCT,TESTS_MDCR_PYMT_PC,TESTS_MDCR_PYMT_PER_USER,TESTS_MDCR_STDZD_PYMT_AMT,TESTS_MDCR_STDZD_PYMT_PCT,TESTS_MDCR_STDZD_PYMT_PC,TESTS_MDCR_STDZD_PYMT_PER_USER,BENES_TESTS_CNT,BENES_TESTS_PCT,TESTS_EVNTS_PER_1000_BENES,IMGNG_MDCR_PYMT_AMT,IMGNG_MDCR_PYMT_PCT,IMGNG_MDCR_PYMT_PC,IMGNG_MDCR_PYMT_PER_USER,IMGNG_MDCR_STDZD_PYMT_AMT,IMGNG_MDCR_STDZD_PYMT_PCT,IMGNG_MDCR_STDZD_PYMT_PC,IMGNG_MDCR_STDZD_PYMT_PER_USER,BENES_IMGNG_CNT,BENES_IMGNG_PCT,IMGNG_EVNTS_PER_1000_BENES,DME_MDCR_PYMT_AMT,DME_MDCR_PYMT_PCT,DME_MDCR_PYMT_PC,DME_MDCR_PYMT_PER_USER,DME_MDCR_STDZD_PYMT_AMT,DME_MDCR_STDZD_PYMT_PCT,DME_MDCR_STDZD_PYMT_PC,DME_MDCR_STDZD_PYMT_PER_USER,BENES_DME_CNT,BENES_DME_PCT,DME_EVNTS_PER_1000_BENES,OP_DLYS_MDCR_PYMT_AMT,OP_DLYS_MDCR_PYMT_PCT,OP_DLYS_MDCR_PYMT_PC,OP_DLYS_MDCR_PYMT_PER_USER,OP_DLYS_MDCR_STDZD_PYMT_AMT,OP_DLYS_MDCR_STDZD_PYMT_PCT,OP_DLYS_MDCR_STDZD_PYMT_PC,OP_DLYS_MDCR_STDZD_PYMT_PER_USER,BENES_OP_DLYS_CNT,BENES_OP_DLYS_PCT,OP_DLYS_VISITS_PER_1000_BENES,FQHC_RHC_MDCR_PYMT_AMT,FQHC_RHC_MDCR_PYMT_PCT,FQHC_RHC_MDCR_PYMT_PC,FQHC_RHC_MDCR_PYMT_PER_USER,FQHC_RHC_MDCR_STDZD_PYMT_AMT,FQHC_RHC_MDCR_STDZD_PYMT_PCT,FQHC_RHC_MDCR_STDZD_PYMT_PC,FQHC_RHC_MDCR_STDZD_PYMT_PU,BENES_FQHC_RHC_CNT,BENES_FQHC_RHC_PCT,FQHC_RHC_VISITS_PER_1000_BENES,AMBLNC_MDCR_PYMT_AMT,AMBLNC_MDCR_PYMT_PCT,AMBLNC_MDCR_PYMT_PC,AMBLNC_MDCR_PYMT_PER_USER,AMBLNC_MDCR_STDZD_PYMT_AMT,AMBLNC_MDCR_STDZD_PYMT_PCT,AMBLNC_MDCR_STDZD_PYMT_PC,AMBLNC_MDCR_STDZD_PYMT_PER_USER,BENES_AMBLNC_CNT,BENES_AMBLNC_PCT,AMBLNC_EVNTS_PER_1000_BENES,TRTMNTS_MDCR_PYMT_AMT,TRTMNTS_MDCR_PYMT_PCT,TRTMNTS_MDCR_PYMT_PC,TRTMNTS_MDCR_PYMT_PER_USER,TRTMNTS_MDCR_STDZD_PYMT_AMT,TRTMNTS_MDCR_STDZD_PYMT_PCT,TRTMNTS_MDCR_STDZD_PYMT_PC,TRTMNTS_MDCR_STDZD_PYMT_PER_USER,BENES_TRTMNTS_CNT,BENES_TRTMNTS_PCT,TRTMNTS_EVNTS_PER_1000_BENES,PTB_OTHR_SRVCS_MDCR_PYMT_AMT,PTB_OTHR_SRVCS_MDCR_STDZD_PYMT,TOT_PBPMT_RDCTN_AMT,TOT_PBPMT_RDCTN_PCC,PQI03_DBTS_AGE_LT_65,PQI03_DBTS_AGE_65_74,PQI03_DBTS_AGE_GE_75,PQI05_COPD_ASTHMA_AGE_40_64,PQI05_COPD_ASTHMA_AGE_65_74,PQI05_COPD_ASTHMA_AGE_GE_75,PQI07_HYPRTNSN_AGE_LT_65,PQI07_HYPRTNSN_AGE_65_74,PQI07_HYPRTNSN_AGE_GE_75,PQI08_CHF_AGE_LT_65,PQI08_CHF_AGE_65_74,PQI08_CHF_AGE_GE_75,PQI11_BCTRL_PNA_AGE_LT_65,PQI11_BCTRL_PNA_AGE_65_74,PQI11_BCTRL_PNA_AGE_GE_75,PQI12_UTI_AGE_LT_65,PQI12_UTI_AGE_65_74,PQI12_UTI_AGE_GE_75,PQI15_ASTHMA_AGE_LT_40,PQI16_LWRXTRMTY_AMPUTN_AGE_LT_65,PQI16_LWRXTRMTY_AMPUTN_AGE_65_74,PQI16_LWRXTRMTY_AMPUTN_AGE_GE_75,Urban
Anderson,2014,48001.0,9942,9069,6905,2164,0.2386,71,0.5513,0.4487,0.8172,0.1331,0.0388,0.0109,0.2282,1.06,73961245.04,77812762.4,10711.26,11269.05,20312316.93,0.2746,2941.68,15470.16,19463319.87,0.2501,2818.73,14823.55,1313,0.1902,308.3273,1515.8581,362,0.1861,5702,825.7784,0.3471,8892049.38,0.1202,1287.77,2199.37,9360156.75,0.1203,1355.56,2315.15,4043,0.5855,3086.8936,515153.9,0.007,74.61,676.94,570459.18,0.0073,82.62,749.62,761,0.1102,165.3874,6445451.98,0.0871,933.45,17373.19,7644472.31,0.0982,1107.09,20605.05,371,0.0537,76.756,2738.8848,2251192.67,0.0304,326.02,17054.49,2446025.15,0.0314,354.24,18530.49,132,0.0191,21.2889,249.0949,1861670.27,0.0252,269.61,37233.41,2108885.93,0.0271,305.41,42177.72,50,0.0072,7.6756,204.7791,5813829.74,0.0786,841.97,6353.91,6830057.57,0.0878,989.15,7464.54,915,0.1325,371.7596,5215.7857,3731127.52,0.0504,540.35,12605.16,4264535.61,0.0548,617.6,14407.2149,296,0.0429,45.0398,3812.5996,6110843.52,0.0826,884.99,969.36,6539538.59,0.084,947.07,1037.36,6304,0.913,13262.4185,3343216.67,0.0452,484.17,840.64,3510523.66,0.0451,508.4,882.71,3977,0.576,2495.1484,2952868.2,0.0399,427.64,515.24,2796298.33,0.0359,404.97,487.93,5731,0.83,7755.3946,1852582.89,0.025,268.3,357.64,1981139.15,0.0255,286.91,382.46,5180,0.7502,4631.1369,2027690.66,0.0274,293.66,1041.98,2144389.24,0.0276,310.56,1101.95,1946,0.2818,2477.3353,1574351.35,0.0213,228,21865.99,1717862.41,0.0221,248.79,23859.2,72,0.0104,1416.2201,103473.66,0.0014,14.99,412.25,116353.31,0.0015,16.85,463.56,251,0.0364,120.4924,1454985.86,0.0197,210.71,1292.17,1548288.19,0.0199,224.23,1375.03,1126,0.1631,373.3526,3774955.98,0.051,546.7,945.87,3785852.95,0.0487,548.28,948.6,3991,0.578,2692.9761,943483.86,984604.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,2014,48003.0,2096,1893,1558,335,0.177,72,0.5552,0.4448,11,11,11,11,0.2144,0.91,12378247.13,12080777.59,7944.96,7754.03,3910033.23,0.3159,2509.65,16638.44,3131872.52,0.2592,2010.19,13327.12,235,0.1508,207.9589,1143.1322,42,0.1405,1077,691.2709,0.3357,1801929.78,0.1456,1156.57,1515.5,1817418.81,0.1504,1166.51,1528.53,1189,0.7632,4437.0988,145232.6,0.0117,93.22,1220.44,147396.62,0.0122,94.61,1238.63,119,0.0764,120.6675,417032.47,0.0337,267.67,12265.66,492814.11,0.0408,316.31,14494.53,34,0.0218,23.1065,906.2901,643271.11,0.052,412.88,19493.06,624112.64,0.0517,400.59,18912.5,33,0.0212,22.4647,295.2503,11,11,11,11,11,11,11,11,11,11,11,11,751097.35,0.0607,482.09,5007.32,878106.11,0.0727,563.61,5854.04,150,0.0963,216.9448,3960.8472,1072965.17,0.0867,688.68,15328.07,1202547.3,0.0995,771.85,17179.2471,70,0.0449,51.3479,4956.3543,859751.94,0.0695,551.83,642.09,919576.93,0.0761,590.23,686.76,1339,0.8594,8989.0886,533639.36,0.0431,342.52,761.25,558139.12,0.0462,358.24,796.2,701,0.4499,1508.344,168109.83,0.0136,107.9,196.39,159915.14,0.0132,102.64,186.82,856,0.5494,2550.706,203248,0.0164,130.45,188.54,217250.72,0.018,139.44,201.53,1078,0.6919,3358.1515,223768.39,0.0181,143.63,633.9,250646.31,0.0207,160.88,710.05,353,0.2266,1603.9795,491689.89,0.0397,315.59,28922.93,495105.37,0.041,317.78,29123.85,17,0.0109,1696.4056,248664.52,0.0201,159.6,413.75,273569.22,0.0226,175.59,455.19,601,0.3858,1453.7869,196588.6,0.0159,126.18,1260.18,174896.42,0.0145,112.26,1121.13,156,0.1001,182.285,406008.84,0.0328,260.6,582.51,414452.21,0.0343,266.02,594.62,697,0.4474,1528.8832,164912.57,171506.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Angelina,2014,48005.0,16708,15345,11495,3850,0.2509,70,0.5428,0.4572,0.8124,0.1201,0.0569,0.0106,0.2387,1.14,114252552.61,121756168.11,9939.33,10592.1,32186382.3,0.2817,2800.03,14557.39,32139004.08,0.264,2795.91,14535.96,2211,0.1923,302.0444,1714.0496,526,0.1629,8038,699.2605,0.3268,13305486.65,0.1165,1157.5,1725.07,14353665.49,0.1179,1248.69,1860.97,7713,0.671,3118.3123,782847.59,0.0069,68.1,596.23,878717.54,0.0072,76.44,669.24,1313,0.1142,154.7629,8388553.43,0.0734,729.76,13148.2,9974697,0.0819,867.74,15634.32,638,0.0555,78.3819,2191.1265,1697608.7,0.0149,147.68,17322.54,1755031.11,0.0144,152.68,17908.48,98,0.0085,9.2214,107.612,4259527.74,0.0373,370.55,38722.98,4805737.27,0.0395,418.07,43688.52,110,0.0096,10.4393,279.5998,13139741.14,0.115,1143.08,8488.2,15459283.08,0.127,1344.87,9986.62,1548,0.1347,488.9082,8106.3071,3564382.82,0.0312,310.08,9116.07,4073763.72,0.0335,354.39,10418.833,391,0.034,35.4937,2088.2123,11013816.71,0.0964,958.14,1046.15,11480102.56,0.0943,998.7,1090.44,10528,0.9159,14220.3567,4942846.12,0.0433,430,755.79,5132721.92,0.0422,446.52,784.82,6540,0.5689,2416.4419,3367154.17,0.0295,292.92,347.45,3304373.4,0.0271,287.46,340.97,9691,0.8431,7188.9517,1993101.11,0.0174,173.39,232.11,2090656.6,0.0172,181.88,243.47,8587,0.747,4196.6942,3258492.55,0.0285,283.47,978.82,3461100.66,0.0284,301.1,1039.68,3329,0.2896,2624.7064,3583726.24,0.0314,311.76,21588.71,3921970.3,0.0322,341.19,23626.33,166,0.0144,1921.4441,60606.3,0.0005,5.27,329.38,68517.8,0.0006,5.96,372.38,184,0.016,60.0261,1774322,0.0155,154.36,1013.32,1861539.75,0.0153,161.94,1063.13,1751,0.1523,474.3802,4570681.72,0.04,397.62,645.49,4539138.99,0.0373,394.88,641.03,7081,0.616,2311.9617,2363275.33,2456146.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aransas,2014,48007.0,7249,6653,4235,2418,0.3634,72,0.5164,0.4836,0.8815,0.009,0.0815,0.0281,0.1476,0.91,36216477.88,36266119.14,8551.71,8563.43,10898296.96,0.3009,2573.39,16437.85,9556748.6,0.2635,2256.61,14414.4,663,0.1566,236.3636,1279.3388,115,0.1274,2121,500.8264,0.2593,3358317.56,0.0927,792.99,1865.73,3521994.09,0.0971,831.64,1956.66,1800,0.425,1773.0815,448763.64,0.0124,105.97,956.85,482995.46,0.0133,114.05,1029.84,469,0.1107,153.719,3180884.99,0.0878,751.09,15592.57,3705855.83,0.1022,875.05,18165.96,204,0.0482,64.6989,1989.1381,564739.96,0.0156,133.35,17113.33,607787.51,0.0168,143.52,18417.8,33,0.0078,8.0283,102.9516,487367.62,0.0135,115.08,34811.97,534854.55,0.0147,126.29,38203.9,14,0.0033,3.778,85.242,2409217.99,0.0665,568.88,5791.39,2765863.1,0.0763,653.1,6648.71,416,0.0982,258.3235,3909.5632,1457220.58,0.0402,344.09,11657.76,1597191.41,0.044,377.14,12777.5313,125,0.0295,31.6411,2427.1547,3479280.2,0.0961,821.55,901.84,3687952.36,0.1017,870.83,955.92,3858,0.911,12068.0047,2059160.61,0.0569,486.22,867.75,2134716.48,0.0589,504.07,899.59,2373,0.5603,2475.5608,1251370.13,0.0346,295.48,356.41,1188619,0.0328,280.67,338.54,3511,0.829,5933.412,1149494.67,0.0317,271.43,366.9,1223843.65,0.0337,288.98,390.63,3133,0.7398,4510.2715,705390.26,0.0195,166.56,740.96,748018.71,0.0206,176.63,785.73,952,0.2248,1642.2668,769406.54,0.0212,181.68,25646.88,740194.33,0.0204,174.78,24673.14,30,0.0071,948.7603,49787.99,0.0014,11.76,204.05,62104.66,0.0017,14.66,254.53,244,0.0576,195.7497,669355.4,0.0185,158.05,1152.07,592037.9,0.0163,139.8,1019,581,0.1372,381.5821,2513050.69,0.0694,593.4,881.46,2322624.28,0.064,548.44,814.67,2851,0.6732,3553.9551,765372.08,792717.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archer,2014,48009.0,1813,1696,1481,215,0.1268,72,0.5381,0.4619,11,11,11,11,0.131,0.96,15218067.39,15194937.98,10275.54,10259.92,3968133.5,0.2608,2679.36,14806.47,3439636.89,0.2264,2322.51,12834.47,268,0.181,275.4895,1292.37,42,0.1097,907,612.424,0.3153,1622360.87,0.1066,1095.45,1993.07,1594074.91,0.1049,1076.35,1958.32,814,0.5496,2569.21,135571.75,0.0089,91.54,688.18,144104.36,0.0095,97.3,731.49,197,0.133,191.0871,1085402.88,0.0713,732.89,15505.76,1200034.45,0.079,810.29,17143.35,70,0.0473,66.1715,2027.684,849940.62,0.0559,573.9,20236.68,894452.5,0.0589,603.95,21296.49,42,0.0284,33.0858,522.6199,11,11,11,11,11,11,11,11,11,11,11,11,1703477.44,0.1119,1150.22,8189.8,1801214.91,0.1185,1216.22,8659.69,208,0.1404,459.8244,7334.2336,964094.77,0.0634,650.98,15804.83,1068295.61,0.0703,721.33,17513.0428,61,0.0412,42.5388,4224.8481,1236853.99,0.0813,835.15,900.84,1325898.61,0.0873,895.27,965.69,1373,0.9271,13009.4531,727253.67,0.0478,491.06,842.7,751134.61,0.0494,507.18,870.38,863,0.5827,2450.3714,420529.56,0.0276,283.95,357.29,388797.54,0.0256,262.52,330.33,1177,0.7947,5954.0851,337064.26,0.0221,227.59,300.95,364364.81,0.024,246.03,325.33,1120,0.7562,4355.1654,366667.35,0.0241,247.58,842.91,391852.93,0.0258,264.59,900.81,435,0.2937,2390.2768,11,11,11,11,11,11,11,11,11,11,11,76173.77,0.005,51.43,312.19,87029.04,0.0057,58.76,356.68,244,0.1648,675.2194,213642.12,0.014,144.26,993.68,206347.88,0.0136,139.33,959.76,215,0.1452,261.3099,1046319.13,0.0688,706.5,1215.24,1056369.14,0.0695,713.28,1226.91,861,0.5814,2660.3646,217167.18,225892.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armstrong,2014,48011.0,453,406,349,57,0.1404,74,0.5559,0.4441,11,11,11,11,0.1433,0.98,2903269.4,3106844.48,8318.82,8902.13,750677.7,0.2586,2150.94,13404.96,745989.62,0.2401,2137.51,13321.24,56,0.1605,232.0917,1189.1117,11,11,138,395.4155,0.2464,225884.78,0.0778,647.23,1377.35,246207.27,0.0792,705.46,1501.26,164,0.4699,1504.298,58369.79,0.0201,167.25,1241.91,58105.86,0.0187,166.49,1236.29,47,0.1347,203.4384,314504.6,0.1083,901.16,17472.48,377929.25,0.1216,1082.89,20996.07,18,0.0516,77.3639,2535.8166,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,261017.44,0.0899,747.9,6692.75,305425.89,0.0983,875.15,7831.43,39,0.1117,309.4556,5020.0573,183763.51,0.0633,526.54,9671.76,203340.29,0.0654,582.64,10702.1205,19,0.0544,54.4413,3472.7794,215334.08,0.0742,617,725.03,231437.99,0.0745,663.15,779.25,297,0.851,9753.5817,163421.66,0.0563,468.26,825.36,171362.88,0.0552,491.01,865.47,198,0.5673,2212.0344,78808.59,0.0271,225.81,282.47,77078.59,0.0248,220.86,276.27,279,0.7994,7209.1691,119381.29,0.0411,342.07,468.16,126737.71,0.0408,363.15,497.01,255,0.7307,4415.4728,61111.43,0.021,175.1,702.43,64478.62,0.0208,184.75,741.13,87,0.2493,2117.4785,11,11,11,11,11,11,11,11,11,11,11,41253.46,0.0142,118.2,276.87,52335.61,0.0168,149.96,351.25,149,0.4269,1965.616,45480,0.0157,130.32,858.11,33905.57,0.0109,97.15,639.73,53,0.1519,277.937,133597.88,0.046,382.8,834.99,133850.43,0.0431,383.53,836.57,160,0.4585,2297.9943,71650.9,74485.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atascosa,2014,48013.0,8025,7174,4286,2888,0.4026,69,0.5215,0.4785,0.5607,0.0077,0.4207,0.011,0.2923,1.12,43423508.39,43663703.05,10131.48,10187.52,13181482.68,0.3036,3075.47,18487.35,11420426.04,0.2616,2664.59,16017.43,713,0.1664,271.3486,1411.1059,213,0.1945,2798,652.8231,0.3164,3141625.7,0.0723,733,1406.28,3340068.13,0.0765,779.3,1495.11,2234,0.5212,2363.5091,342786.25,0.0079,79.98,957.5,368053.77,0.0084,85.87,1028.08,358,0.0835,131.8245,3715894.79,0.0856,866.98,14515.21,4207906.25,0.0964,981.78,16437.13,256,0.0597,80.728,2493.9337,1258799.07,0.029,293.7,19980.94,1303775.71,0.0299,304.19,20694.85,63,0.0147,17.7322,235.4176,1436555.51,0.0331,335.17,51305.55,1553532.41,0.0356,362.47,55483.3,28,0.0065,7.4662,209.0527,2666363.7,0.0614,622.11,5613.4,2959692.67,0.0678,690.55,6230.93,475,0.1108,243.5838,3605.4596,1949200.89,0.0449,454.78,12106.84,2095952.4,0.048,489.02,13018.3379,161,0.0376,39.1974,3075.1283,3755407.54,0.0865,876.2,1014.7,4009318.97,0.0918,935.45,1083.31,3701,0.8635,13084.461,2148306.86,0.0495,501.24,923.21,2217861.37,0.0508,517.47,953.1,2327,0.5429,2451.4699,1376839.41,0.0317,321.24,414.84,1319915.62,0.0302,307.96,397.68,3319,0.7744,5952.6365,1068568.02,0.0246,249.32,369.36,1149391.18,0.0263,268.17,397.3,2893,0.675,4034.531,799832.34,0.0184,186.62,731.78,925130.25,0.0212,215.85,846.41,1093,0.255,1583.7611,2381771.7,0.0548,555.71,24303.79,2500025.6,0.0573,583.3,25510.47,98,0.0229,3281.6146,244701.96,0.0056,57.09,314.12,287346.88,0.0066,67.04,368.87,779,0.1818,837.6108,781703.4,0.018,182.39,1200.77,789228.73,0.0181,184.14,1212.33,651,0.1519,562.2958,2378227.96,0.0548,554.88,1149.46,2390916.39,0.0548,557.84,1155.59,2069,0.4827,2411.1059,795440.61,825160.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin,2014,48015.0,5750,5203,4125,1078,0.2072,73,0.5518,0.4482,0.8364,0.0827,0.0698,0.0112,0.1491,0.9,35411393.29,35164014.76,8584.58,8524.61,10988508.88,0.3103,2663.88,17169.55,10016378,0.2848,2428.21,15650.59,640,0.1552,235.6364,1131.1515,133,0.1462,2455,595.1515,0.2938,5121094.1,0.1446,1241.48,2011.43,5184161.79,0.1474,1256.77,2036.2,2546,0.6172,3064,249058.7,0.007,60.38,892.68,250580.3,0.0071,60.75,898.14,279,0.0676,91.6364,2263944.22,0.0639,548.83,13804.54,2482092.7,0.0706,601.72,15134.71,164,0.0398,49.4545,1452.606,677093.76,0.0191,164.14,18299.83,712001.88,0.0202,172.61,19243.29,37,0.009,10.4242,115.1515,926344.03,0.0262,224.57,40275.83,933913.44,0.0266,226.4,40604.93,23,0.0056,6.5455,168.9697,2561342.71,0.0723,620.93,6652.84,2643000.35,0.0752,640.73,6864.94,385,0.0933,237.0909,3328.9697,864443.41,0.0244,209.56,8911.79,884858.02,0.0252,214.51,9122.2476,97,0.0235,23.5152,1285.5758,3324028.25,0.0939,805.83,901.06,3467225.82,0.0986,840.54,939.88,3689,0.8943,11908.8485,2095770.2,0.0592,508.07,889.55,2127720.71,0.0605,515.81,903.11,2356,0.5712,2510.7879,889541.34,0.0251,215.65,282.93,840807.28,0.0239,203.83,267.43,3144,0.7622,5155.8788,948712.33,0.0268,229.99,329.99,977540.45,0.0278,236.98,340.01,2875,0.697,3778.9091,812160.13,0.0229,196.89,879.91,927923.47,0.0264,224.95,1005.33,923,0.2238,1591.2727,818567.69,0.0231,198.44,24075.52,832729.37,0.0237,201.87,24492.04,34,0.0082,1088.2424,163374.53,0.0046,39.61,244.57,203240.11,0.0058,49.27,304.25,668,0.1619,495.5152,624316.96,0.0176,151.35,1137.19,611424.2,0.0174,148.22,1113.71,549,0.1331,338.1818,1441568.91,0.0407,349.47,638.14,1403341.67,0.0399,340.2,621.22,2259,0.5476,2121.2121,641523.15,665075.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
