YEAR,BENES_TOTAL_CNT,BENES_WTH_PTAPTB_CNT,BENES_FFS_CNT,BENES_MA_CNT,MA_PRTCPTN_RATE,BENE_AVG_AGE,BENE_FEML_PCT,BENE_MALE_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_OTHR_PCT,BENE_DUAL_PCT,BENE_AVG_RISK_SCRE,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC,IP_MDCR_PYMT_AMT,IP_MDCR_PYMT_PCT,IP_MDCR_PYMT_PC,IP_MDCR_PYMT_PER_USER,IP_MDCR_STDZD_PYMT_AMT,IP_MDCR_STDZD_PYMT_PCT,IP_MDCR_STDZD_PYMT_PC,IP_MDCR_STDZD_PYMT_PER_USER,BENES_IP_CVRD_STAY_CNT,BENES_IP_PCT,IP_CVRD_STAYS_PER_1000_BENES,IP_CVRD_DAYS_PER_1000_BENES,ACUTE_HOSP_READMSN_CNT,ACUTE_HOSP_READMSN_PCT,BENES_ER_VISITS_CNT,ER_VISITS_PER_1000_BENES,BENES_ER_VISITS_PCT,OP_MDCR_PYMT_AMT,OP_MDCR_PYMT_PCT,OP_MDCR_PYMT_PC,OP_MDCR_PYMT_PER_USER,OP_MDCR_STDZD_PYMT_AMT,OP_MDCR_STDZD_PYMT_PCT,OP_MDCR_STDZD_PYMT_PC,OP_MDCR_STDZD_PYMT_PER_USER,BENES_OP_CNT,BENES_OP_PCT,OP_VISITS_PER_1000_BENES,ASC_MDCR_PYMT_AMT,ASC_MDCR_PYMT_PCT,ASC_MDCR_PYMT_PC,ASC_MDCR_PYMT_PER_USER,ASC_MDCR_STDZD_PYMT_AMT,ASC_MDCR_STDZD_PYMT_PCT,ASC_MDCR_STDZD_PYMT_PC,ASC_MDCR_STDZD_PYMT_PER_USER,BENES_ASC_CNT,BENES_ASC_PCT,ASC_EVNTS_PER_1000_BENES,SNF_MDCR_PYMT_AMT,SNF_MDCR_PYMT_PCT,SNF_MDCR_PYMT_PC,SNF_MDCR_PYMT_PER_USER,SNF_MDCR_STDZD_PYMT_AMT,SNF_MDCR_STDZD_PYMT_PCT,SNF_MDCR_STDZD_PYMT_PC,SNF_MDCR_STDZD_PYMT_PER_USER,BENES_SNF_CNT,BENES_SNF_PCT,SNF_CVRD_STAYS_PER_1000_BENES,SNF_CVRD_DAYS_PER_1000_BENES,IRF_MDCR_PYMT_AMT,IRF_MDCR_PYMT_PCT,IRF_MDCR_PYMT_PC,IRF_MDCR_PYMT_PER_USER,IRF_MDCR_STDZD_PYMT_AMT,IRF_MDCR_STDZD_PYMT_PCT,IRF_MDCR_STDZD_PYMT_PC,IRF_MDCR_STDZD_PYMT_PER_USER,BENES_IRF_CNT,BENES_IRF_PCT,IRF_CVRD_STAYS_PER_1000_BENES,IRF_CVRD_DAYS_PER_1000_BENES,LTCH_MDCR_PYMT_AMT,LTCH_MDCR_PYMT_PCT,LTCH_MDCR_PYMT_PC,LTCH_MDCR_PYMT_PER_USER,LTCH_MDCR_STDZD_PYMT_AMT,LTCH_MDCR_STDZD_PYMT_PCT,LTCH_MDCR_STDZD_PYMT_PC,LTCH_MDCR_STDZD_PYMT_PER_USER,BENES_LTCH_CNT,BENES_LTCH_PCT,LTCH_CVRD_STAYS_PER_1000_BENES,LTCH_CVRD_DAYS_PER_1000_BENES,HH_MDCR_PYMT_AMT,HH_MDCR_PYMT_PCT,HH_MDCR_PYMT_PC,HH_MDCR_PYMT_PER_USER,HH_MDCR_STDZD_PYMT_AMT,HH_MDCR_STDZD_PYMT_PCT,HH_MDCR_STDZD_PYMT_PC,HH_MDCR_STDZD_PYMT_PER_USER,BENES_HH_CNT,BENES_HH_PCT,HH_EPISODES_PER_1000_BENES,HH_VISITS_PER_1000_BENES,HOSPC_MDCR_PYMT_AMT,HOSPC_MDCR_PYMT_PCT,HOSPC_MDCR_PYMT_PC,HOSPC_MDCR_PYMT_PER_USER,HOSPC_MDCR_STDZD_PYMT_AMT,HOSPC_MDCR_STDZD_PYMT_PCT,HOSPC_MDCR_STDZD_PYMT_PC,HOSPC_MDCR_STDZD_PYMT_PER_USER,BENES_HOSPC_CNT,BENES_HOSPC_PCT,HOSPC_CVRD_STAYS_PER_1000_BENES,HOSPC_CVRD_DAYS_PER_1000_BENES,EM_MDCR_PYMT_AMT,EM_MDCR_PYMT_PCT,EM_MDCR_PYMT_PC,EM_MDCR_PYMT_PER_USER,EM_MDCR_STDZD_PYMT_AMT,EM_MDCR_STDZD_PYMT_PCT,EM_MDCR_STDZD_PYMT_PC,EM_MDCR_STDZD_PYMT_PER_USER,BENES_EM_CNT,BENES_EM_PCT,EM_EVNTS_PER_1000_BENES,PRCDRS_MDCR_PYMT_AMT,PRCDRS_MDCR_PYMT_PCT,PRCDRS_MDCR_PYMT_PC,PRCDRS_MDCR_PYMT_PER_USER,PRCDRS_MDCR_STDZD_PYMT_AMT,PRCDRS_MDCR_STDZD_PYMT_PCT,PRCDRS_MDCR_STDZD_PYMT_PC,PRCDRS_MDCR_STDZD_PYMT_PER_USER,BENES_PRCDRS_CNT,BENES_PRCDRS_PCT,PRCDR_EVNTS_PER_1000_BENES,TESTS_MDCR_PYMT_AMT,TESTS_MDCR_PYMT_PCT,TESTS_MDCR_PYMT_PC,TESTS_MDCR_PYMT_PER_USER,TESTS_MDCR_STDZD_PYMT_AMT,TESTS_MDCR_STDZD_PYMT_PCT,TESTS_MDCR_STDZD_PYMT_PC,TESTS_MDCR_STDZD_PYMT_PER_USER,BENES_TESTS_CNT,BENES_TESTS_PCT,TESTS_EVNTS_PER_1000_BENES,IMGNG_MDCR_PYMT_AMT,IMGNG_MDCR_PYMT_PCT,IMGNG_MDCR_PYMT_PC,IMGNG_MDCR_PYMT_PER_USER,IMGNG_MDCR_STDZD_PYMT_AMT,IMGNG_MDCR_STDZD_PYMT_PCT,IMGNG_MDCR_STDZD_PYMT_PC,IMGNG_MDCR_STDZD_PYMT_PER_USER,BENES_IMGNG_CNT,BENES_IMGNG_PCT,IMGNG_EVNTS_PER_1000_BENES,DME_MDCR_PYMT_AMT,DME_MDCR_PYMT_PCT,DME_MDCR_PYMT_PC,DME_MDCR_PYMT_PER_USER,DME_MDCR_STDZD_PYMT_AMT,DME_MDCR_STDZD_PYMT_PCT,DME_MDCR_STDZD_PYMT_PC,DME_MDCR_STDZD_PYMT_PER_USER,BENES_DME_CNT,BENES_DME_PCT,DME_EVNTS_PER_1000_BENES,OP_DLYS_MDCR_PYMT_AMT,OP_DLYS_MDCR_PYMT_PCT,OP_DLYS_MDCR_PYMT_PC,OP_DLYS_MDCR_PYMT_PER_USER,OP_DLYS_MDCR_STDZD_PYMT_AMT,OP_DLYS_MDCR_STDZD_PYMT_PCT,OP_DLYS_MDCR_STDZD_PYMT_PC,OP_DLYS_MDCR_STDZD_PYMT_PER_USER,BENES_OP_DLYS_CNT,BENES_OP_DLYS_PCT,OP_DLYS_VISITS_PER_1000_BENES,FQHC_RHC_MDCR_PYMT_AMT,FQHC_RHC_MDCR_PYMT_PCT,FQHC_RHC_MDCR_PYMT_PC,FQHC_RHC_MDCR_PYMT_PER_USER,FQHC_RHC_MDCR_STDZD_PYMT_AMT,FQHC_RHC_MDCR_STDZD_PYMT_PCT,FQHC_RHC_MDCR_STDZD_PYMT_PC,FQHC_RHC_MDCR_STDZD_PYMT_PU,BENES_FQHC_RHC_CNT,BENES_FQHC_RHC_PCT,FQHC_RHC_VISITS_PER_1000_BENES,AMBLNC_MDCR_PYMT_AMT,AMBLNC_MDCR_PYMT_PCT,AMBLNC_MDCR_PYMT_PC,AMBLNC_MDCR_PYMT_PER_USER,AMBLNC_MDCR_STDZD_PYMT_AMT,AMBLNC_MDCR_STDZD_PYMT_PCT,AMBLNC_MDCR_STDZD_PYMT_PC,AMBLNC_MDCR_STDZD_PYMT_PER_USER,BENES_AMBLNC_CNT,BENES_AMBLNC_PCT,AMBLNC_EVNTS_PER_1000_BENES,TRTMNTS_MDCR_PYMT_AMT,TRTMNTS_MDCR_PYMT_PCT,TRTMNTS_MDCR_PYMT_PC,TRTMNTS_MDCR_PYMT_PER_USER,TRTMNTS_MDCR_STDZD_PYMT_AMT,TRTMNTS_MDCR_STDZD_PYMT_PCT,TRTMNTS_MDCR_STDZD_PYMT_PC,TRTMNTS_MDCR_STDZD_PYMT_PER_USER,BENES_TRTMNTS_CNT,BENES_TRTMNTS_PCT,TRTMNTS_EVNTS_PER_1000_BENES,PTB_OTHR_SRVCS_MDCR_PYMT_AMT,PTB_OTHR_SRVCS_MDCR_STDZD_PYMT,TOT_PBPMT_RDCTN_AMT,TOT_PBPMT_RDCTN_PCC,PQI03_DBTS_AGE_LT_65,PQI03_DBTS_AGE_65_74,PQI03_DBTS_AGE_GE_75,PQI05_COPD_ASTHMA_AGE_40_64,PQI05_COPD_ASTHMA_AGE_65_74,PQI05_COPD_ASTHMA_AGE_GE_75,PQI07_HYPRTNSN_AGE_LT_65,PQI07_HYPRTNSN_AGE_65_74,PQI07_HYPRTNSN_AGE_GE_75,PQI08_CHF_AGE_LT_65,PQI08_CHF_AGE_65_74,PQI08_CHF_AGE_GE_75,PQI11_BCTRL_PNA_AGE_LT_65,PQI11_BCTRL_PNA_AGE_65_74,PQI11_BCTRL_PNA_AGE_GE_75,PQI12_UTI_AGE_LT_65,PQI12_UTI_AGE_65_74,PQI12_UTI_AGE_GE_75,PQI15_ASTHMA_AGE_LT_40,PQI16_LWRXTRMTY_AMPUTN_AGE_LT_65,PQI16_LWRXTRMTY_AMPUTN_AGE_65_74,PQI16_LWRXTRMTY_AMPUTN_AGE_GE_75,<65,>=65,All
2014,56767775,49302821,33462969,15839852,0.3213,71,0.5505,0.4495,0.7993,0.0971,0.0584,0.0452,0.2148,1.0,326832715419.43,307544792474.81,9767.0,9190.6,108470702415.23,0.3319,3241.51,18525.95,87686002024.77,0.2851,2620.39,14976.09,5855068,0.175,281.6952,1523.5539,1562184,0.1808,22444440,670.7247,0.3151,44252969660.05,0.1354,1322.45,2077.64,43449098578.15,0.1413,1298.42,2039.9,21299598,0.6365,3989.5324,2926249032.17,0.009000000000000001,87.45,887.56,2959871752.41,0.0096,88.45,897.76,3296947,0.0985,148.0517,26750774273.07,0.0818,799.41,15639.14,27715343486.84,0.0901,828.24,16203.05,1710502,0.0511,70.3809,1898.2778,6683380212.21,0.0204,199.72,20304.35,6620556635.32,0.0215,197.85,20113.49,329160,0.0098,10.9091,138.7271,4828839017.92,0.0148,144.3,42450.21,4979670184.77,0.0162,148.81,43776.17,113753,0.0034,3.8456,101.7857,16542043418.91,0.0506,494.34,5221.53,17278066874.21,0.0562,516.33,5453.86,3168046,0.0947,182.8676,3057.6218,10216912980.09,0.0313,305.32,11250.78,10408272182.21,0.0338,311.04,11461.5042,908107,0.0271,28.4807,1882.6736,31504935646.53,0.0964,941.49,1047.8,31953567296.72,0.1039,954.89,1062.72,30067810,0.8985,13601.0144,15996251728.84,0.0489,478.03,827.72,15872649051.82,0.0516,474.33,821.32,19325686,0.5775,2793.0567,8742579917.96,0.0267,261.26,338.17,8206150148.36,0.0267,245.23,317.42,25852391,0.7726,5987.5372,7550273111.08,0.0231,225.63,310.73,7576467248.39,0.0246,226.41,311.81,24298716,0.7261,4064.3647,6552945657.87,0.02,195.83,730.14,7281376169.81,0.0237,217.6,811.3,8974903,0.2682,1899.3495,8600840963.45,0.0263,257.03,23683.08,8643943272.04,0.0281,258.31,23801.76,363164,0.0109,1448.3442,1291549826.68,0.004,38.6,414.78,1401424024.17,0.0046,41.88,450.07,3113814,0.0931,418.6539,4711208339.6,0.0144,140.79,1011.92,4806773658.14,0.0156,143.64,1032.44,4655728,0.1391,421.7435,16576407938.12,0.0507,495.37,884.03,16018719784.89,0.0521,478.7,854.29,18750863,0.5603,2836.7589,4633851279.6,4686840101.78,0.0,0.0,735,203,223,1568,806,1104,131,77,166,1043,729,2160,686,499,1373,361,269,1120,286,147,50,47,0,0,1
2014,9286837,7824336,5867170,1957166,0.2501,51,0.4769,0.5231,0.6725,0.1978,0.0885,0.0412,0.5736,1.14,62967436000.82,59132868028.33,10732.16,10078.6,23664203769.83,0.3758,4033.33,22186.64,19275865722.86,0.326,3285.38,18072.3,1066597,0.1818,342.6015,2097.9874,405723,0.2269,6904471,1176.7975,0.4095,9328074340.96,0.1481,1589.88,2399.13,9232702581.12,0.1561,1573.62,2374.6,3888109,0.6627,4924.737,335382912.39,0.0053,57.16,938.62,348504079.84,0.0059,59.4,975.34,357315,0.0609,97.2978,2475501841.02,0.0393,421.92,15965.01,2555822190.42,0.0432,435.61,16483.01,155058,0.0264,38.9803,1036.2138,821167268.1,0.013000000000000001,139.96,21109.16,823736157.06,0.0139,140.4,21175.19,38901,0.0066,7.4356,93.7873,1312783501.58,0.0208,223.75,44892.23,1369799910.22,0.0232,233.47,46841.98,29243,0.005,5.8161,160.4259,2148112912.78,0.0341,366.12,5342.75,2267737941.57,0.0383,386.51,5640.28,402061,0.0685,146.8705,2266.3471,544574578.17,0.0086,92.82,10399.0,567001734.02,0.0096,96.64,10827.2558,52368,0.0089,9.6295,556.0079,5864459649.5,0.0931,999.54,1168.88,6081348357.99,0.1028,1036.5,1212.11,5017164,0.8551,14779.0925,2396089138.14,0.0381,408.39,898.96,2426046440.39,0.040999999999999995,413.5,910.2,2665406,0.4543,2207.3216,1807915318.17,0.0287,308.14,445.05,1675067212.4,0.0283,285.5,412.35,4062250,0.6924,5287.5741,1034124115.36,0.0164,176.26,276.93,1062346400.56,0.018000000000000002,181.07,284.49,3734203,0.6365,3697.4061,1819367665.71,0.0289,310.09,1107.49,1967218724.28,0.0333,335.29,1197.48,1642792,0.28,2255.3845,4559217578.97,0.0724,777.07,24909.81,4597259379.01,0.0777,783.56,25117.66,183029,0.0312,4393.7665,400735371.19,0.0064,68.3,437.93,429520952.45,0.0073,73.21,469.39,915059,0.156,752.3337,1114643915.04,0.0177,189.98,1256.5,1145588324.06,0.0194,195.25,1291.38,887102,0.1512,575.4089,2732617171.05,0.0434,465.75,1100.09,2688108873.5,0.0455,458.16,1082.17,2484005,0.4234,2575.1633,608464952.83,619193046.58,0.0,0.0,735,0,0,1568,0,0,131,0,0,1043,0,0,686,0,0,361,0,0,286,147,0,0,1,0,0
2014,47480938,41478485,27595799,13882686,0.3347,76,0.5661,0.4339,0.8263,0.0757,0.052000000000000005,0.0461,0.1385,0.97,263865279419.19,248411924446.03,9561.79,9001.8,84806498645.39,0.3214,3073.17,17710.56,68410136302.3,0.2754,2479.01,14286.43,4788471,0.1735,268.7459,1401.4231,1156461,0.1687,15539969,563.1281,0.295,34924895319.16,0.1324,1265.59,2005.85,34216395996.95,0.1377,1239.91,1965.16,17411489,0.6309,3790.6977,2590866119.78,0.0098,93.89,881.36,2611367672.57,0.0105,94.63,888.33,2939632,0.1065,158.8426,24275272432.05,0.092,879.67,15606.65,25159521296.43,0.1013,911.72,16175.14,1555444,0.0564,77.057,2081.5621,5862212944.11,0.0222,212.43,20196.49,5796820478.26,0.0233,210.06,19971.2,290259,0.0105,11.6476,148.2817,3516055516.34,0.0133,127.41,41605.2,3609870274.55,0.0145,130.81,42715.3,84510,0.0031,3.4266,89.3182,14393930506.13,0.0546,521.6,5203.91,15010328932.65,0.0604,543.94,5426.76,2765985,0.1002,190.521,3225.8554,9672338401.91,0.0367,350.5,11302.91,9841270448.2,0.0396,356.62,11500.3178,855739,0.031,32.4886,2164.7372,25640475997.02,0.0972,929.14,1023.55,25872218938.73,0.1042,937.54,1032.8,25050646,0.9078,13350.542,13600162590.69,0.0515,492.83,816.32,13446602611.46,0.0541,487.27,807.11,16660280,0.6037,2917.5904,6934664599.8,0.0263,251.29,318.25,6531082936.02,0.0263,236.67,299.73,21790141,0.7896,6136.3571,6516148995.72,0.0247,236.13,316.86,6514120847.84,0.0262,236.05,316.77,20564513,0.7452,4142.3842,4733577992.18,0.0179,171.53,645.6,5314157445.52,0.0214,192.57,724.78,7332111,0.2657,1823.6526,4041623384.48,0.0153,146.46,22436.64,4046683893.03,0.0163,146.64,22464.73,180135,0.0065,822.115,890814455.49,0.0034,32.28,405.14,971903071.72,0.0039,35.22,442.02,2198755,0.0797,347.7098,3596564424.57,0.0136,130.33,954.34,3661185334.09,0.0147,132.67,971.49,3768626,0.1366,389.0726,13843790766.98,0.0525,501.66,851.04,13330610911.41,0.0537,483.07,819.5,16266858,0.5895,2892.377,4025386327.38,4067647054.3,0.0,0.0,0,203,223,0,806,1104,0,77,166,0,729,2160,0,499,1373,0,269,1120,0,0,50,47,0,1,0
2015,58294174,50775877,33551396,17224481,0.3392,71,0.5494,0.4506,0.7985,0.0956,0.057999999999999996,0.0478,0.2095,1.0,334145152037.01,317228010789.86,9959.2,9454.99,109071034672.56,0.3264,3250.86,18731.11,88697327692.95,0.2796,2643.63,15232.27,5822989,0.1736,278.6039,1500.6377,1548294,0.1797,22899364,682.5160000000001,0.3185,47246012366.89,0.1414,1408.17,2158.2,46481415057.23,0.1465,1385.38,2123.27,21891436,0.6525,4366.9961,3084211652.11,0.0092,91.92,924.58,3122846151.94,0.0098,93.08,936.16,3335797,0.0994,150.6042,27021705965.75,0.0809,805.38,15786.94,28023915378.72,0.0883,835.25,16372.47,1711649,0.051,70.325,1858.3831,6933614278.98,0.0208,206.66,20927.56,6898665157.5,0.0217,205.61,20822.07,331315,0.0099,10.9779,138.8985,4713146299.21,0.0141,140.48,43277.2,4875725112.68,0.0154,145.32,44770.03,108906,0.0032,3.6556,97.6423,16918871630.37,0.0506,504.27,5297.47,17675352117.86,0.0557,526.81,5534.33,3193767,0.0952,182.4734,3040.4192,10395346007.17,0.0311,309.83,11291.83,10646178511.23,0.0336,317.31,11564.2907,920608,0.0274,28.7242,1890.8711,32056464621.23,0.0959,955.44,1062.8,32913605656.21,0.1038,980.99,1091.21,30162365,0.899,13659.4281,16137586568.64,0.0483,480.98,830.06,16200468012.0,0.0511,482.86,833.29,19441509,0.5795,2820.0466,8859137125.24,0.0265,264.05,341.76,8787256548.67,0.0277,261.9,338.99,25921723,0.7726,5878.2255,7432134966.57,0.0222,221.51,303.39,7481398760.35,0.0236,222.98,305.4,24497131,0.7301,4092.6902,6968829391.74,0.0209,207.71,778.07,7784866650.83,0.0245,232.03,869.19,8956507,0.2669,1856.604,8538797814.51,0.0256,254.5,23439.3,8609528858.18,0.0271,256.61,23633.46,364294,0.0109,1439.05,1484044049.9,0.0044,44.23,463.96,1598576126.5,0.005,47.65,499.77,3198631,0.0953,426.371,4652497235.81,0.0139,138.67,995.67,4741459558.35,0.0149,141.32,1014.71,4672746,0.1393,398.7574,18287491635.5,0.0547,545.06,965.57,18289782731.52,0.0577,545.13,965.69,18939583,0.5645,2985.5748,4344225754.83,4399642707.12,0.0,0.0,679,181,193,1486,756,1084,123,73,163,1067,738,2212,626,471,1365,332,256,1082,233,155,51,48,0,0,1
2015,9328029,7879122,5725437,2153685,0.2733,51,0.4783,0.5217,0.6731,0.1953,0.0893,0.0424,0.5766,1.15,62645190868.8,59383724110.93,10941.56,10371.91,23160536602.47,0.3697,4045.2,22467.29,18979244756.46,0.3196,3314.9,18411.15,1030856,0.18,338.5548,2071.0683,394227,0.2275,6829276,1192.7956,0.4123,9655905966.99,0.1541,1686.49,2491.86,9582752638.17,0.1614,1673.72,2472.98,3874975,0.6768,5296.9873,356667975.61,0.0057,62.3,1002.87,371430619.56,0.0063,64.87,1044.37,355649,0.0621,100.1055,2432486542.48,0.0388,424.86,15964.13,2514327469.53,0.0423,439.15,16501.24,152372,0.0266,39.2003,1015.4182,842993810.54,0.0135,147.24,21743.46,850097740.26,0.0143,148.48,21926.69,38770,0.0068,7.6188,95.0135,1285587160.5,0.0205,224.54,46091.61,1344299498.42,0.0226,234.79,48196.6,27892,0.0049,5.6684,157.8386,2083836184.24,0.0333,363.96,5330.79,2201552385.27,0.0371,384.52,5631.92,390906,0.0683,145.2937,2225.5353,528821847.35,0.0084,92.36,10383.1,555186970.84,0.0093,96.97,10900.7671,50931,0.0089,9.5589,550.7941,5820846943.96,0.0929,1016.66,1186.17,6114511220.75,0.10300000000000001,1067.96,1246.01,4907274,0.8571,14905.716,2370654853.31,0.0378,414.06,907.01,2424024662.26,0.0408,423.38,927.43,2613705,0.4565,2237.0932,1848706138.68,0.0295,322.89,464.28,1856917060.85,0.0313,324.33,466.35,3981852,0.6955,5285.5029,990427113.35,0.0158,172.99,270.13,1019802455.69,0.0172,178.12,278.14,3666509,0.6404,3723.7996,1895111770.25,0.0303,331.0,1183.94,2054250001.77,0.0346,358.79,1283.35,1600688,0.2796,2205.2072,4463784363.89,0.0713,779.64,24552.05,4517336329.1,0.0761,788.99,24846.6,181809,0.0318,4430.1825,462049283.24,0.0074,80.7,501.91,491246893.39,0.0083,85.8,533.63,920578,0.1608,772.5765,1069399130.72,0.0171,186.78,1230.86,1097564462.71,0.0185,191.7,1263.28,868821,0.1517,542.4809,2833133642.66,0.0452,494.83,1183.69,2856583841.43,0.0481,498.93,1193.49,2393467,0.418,2633.1602,544241538.55,552595104.47,0.0,0.0,679,0,0,1486,0,0,123,0,0,1067,0,0,626,0,0,332,0,0,233,155,0,0,1,0,0
2015,48966145,42896755,27825959,15070796,0.3513,76,0.564,0.436,0.8243,0.0751,0.0516,0.049,0.1339,0.97,271499961168.79,257844286678.18,9757.07,9266.32,85910498070.1,0.3164,3087.42,17927.4,69718082937.28,0.2704,2505.51,14548.44,4792133,0.1722,266.2685,1383.2666,1154067,0.1677,16070088,577.5214,0.2992,37590106399.9,0.1385,1350.9,2086.43,36898662419.46,0.1431,1326.05,2048.05,18016461,0.6475,4175.6422,2727543676.5,0.01,98.02,915.24,2751415532.37,0.0107,98.88,923.25,2980148,0.1071,160.9947,24589219423.27,0.0906,883.68,15769.63,25509587909.19,0.0989,916.76,16359.88,1559277,0.055999999999999994,76.7292,2031.8306,6090620468.44,0.0224,218.88,20819.43,6048567417.24,0.0235,217.37,20675.68,292545,0.0105,11.6691,147.9282,3427559138.71,0.0126,123.18,42308.23,3531425614.27,0.0137,126.91,43590.31,81014,0.0029,3.2414,85.2564,14835035446.13,0.0546,533.14,5292.82,15473799732.59,0.06,556.09,5520.72,2802861,0.1007,190.1234,3208.0888,9866524159.82,0.0363,354.58,11345.04,10090991540.39,0.0391,362.65,11603.1487,869677,0.0313,32.6677,2166.6038,26235617677.27,0.0966,942.85,1038.82,26799094435.44,0.1039,963.1,1061.14,25255091,0.9076,13402.9934,13766931715.33,0.0507,494.75,818.11,13776443349.7,0.0534,495.09,818.67,16827804,0.6048,2939.9944,7010430986.57,0.0258,251.94,319.53,6930339487.81,0.0269,249.06,315.88,21939871,0.7885,6000.1834,6441707853.21,0.0237,231.5,309.24,6461596304.69,0.0251,232.21,310.2,20830622,0.7486,4168.5928,5073717621.51,0.0187,182.34,689.76,5730616649.08,0.0222,205.94,779.06,7355819,0.2644,1784.8758,4075013450.62,0.015,146.45,22330.68,4092192529.08,0.0159,147.06,22424.82,182485,0.0066,823.5981,1021994766.67,0.0038,36.73,448.63,1107329233.1,0.0043,39.79,486.09,2278053,0.0819,355.1361,3583098105.09,0.0132,128.77,941.95,3643895095.67,0.0141,130.95,957.93,3803925,0.1367,369.1851,15454357992.94,0.0569,555.39,934.02,15433198890.37,0.0599,554.63,932.74,16546116,0.5946,3058.0872,3799984216.72,3847047600.44,0.0,0.0,0,181,193,0,756,1084,0,73,163,0,738,2212,0,471,1365,0,256,1082,0,0,51,48,0,1,0
2016,59748950,52166410,33981630,18184780,0.3486,71,0.5488,0.4512,0.7957,0.0947,0.0587,0.0509,0.2068,1.0,342278847671.01,323935967163.94,10072.47,9532.68,112264731750.14,0.32799999999999996,3303.69,19340.03,91384767506.33,0.2821,2689.24,15743.0,5804787,0.1708,273.4246,1455.0419,1537263,0.1793,23209316,682.9960000000001,0.3178,50335333128.31,0.1471,1481.25,2255.24,49456049131.89,0.1527,1455.38,2215.84,22319305,0.6568,4469.751,3358417645.02,0.0098,98.83,971.57,3408690461.82,0.0105,100.31,986.11,3456698,0.1017,156.1812,26340676449.24,0.077,775.14,15765.46,27276682788.24,0.0842,802.69,16325.68,1670784,0.0492,67.7843,1740.6597,7183176284.02,0.021,211.38,21669.43,7141006399.39,0.022000000000000002,210.14,21542.21,331489,0.0098,10.883,137.7455,4329091036.33,0.0126,127.4,41637.89,4459636245.2,0.0138,131.24,42893.49,103970,0.0031,3.4476,88.06299999999999,16935999928.55,0.0495,498.39,5285.95,17667201268.82,0.0545,519.9,5514.16,3203968,0.0943,179.1842,2987.9565,10884174489.5,0.0318,320.3,11602.52,11172742173.93,0.0345,328.79,11910.1343,938087,0.0276,28.944000000000003,1946.5169,32570756535.3,0.0952,958.48,1065.26,33012675352.26,0.1019,971.49,1079.72,30575360,0.8998,13771.4354,16493870173.13,0.0482,485.38,831.77,16598089532.0,0.0512,488.44,837.03,19829812,0.5835,2871.7270000000003,8583946939.16,0.0251,252.61,326.29,8624242691.6,0.0266,253.79,327.83,26307400,0.7742,5762.8775,7622794623.2,0.0223,224.32,306.06,7646135404.18,0.0236,225.01,306.99,24906392,0.7329,4133.5397,6482018635.23,0.0189,190.75,714.8,6675911580.83,0.0206,196.46,736.18,9068292,0.2669,1822.0321,8711022446.64,0.0255,256.35,23560.11,8759178135.02,0.027000000000000003,257.76,23690.36,369736,0.0109,1452.3329999999999,1627994421.28,0.0048,47.91,490.67,1726511552.49,0.0053,50.81,520.36,3317927,0.0976,436.1603,4585773569.37,0.0134,134.95,979.1,4573749429.6,0.0141,134.59,976.53,4683663,0.1378,383.5559,19519568739.8,0.057,574.42,1019.96,19779932366.75,0.0611,582.08,1033.56,19137624,0.5632,3029.3719,4449500876.8,4572765143.59,0.0,0.0,585,140,125,1400,686,981,141,72,163,1132,741,2193,575,407,1160,320,244,1040,186,190,58,52,0,0,1
