STATE,UACE,NAME,STATEFP,PART,POP,HOUSING,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI,POPDEN,city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Texas,49690,Liberty,48,0,"6,387","2,607","13,918,964",5.37,0,0.0,"1,188.47",Liberty,Liberty,TX,Texas,48291,Liberty,30.0378,-94.7879,8348,72.4,shape,False,True,America/Chicago,4,77575 77535,1840020965
Texas,50365,Littlefield,48,0,"5,626","2,573","7,763,061",3,0,0.0,"1,877.00",Littlefield,Littlefield,TX,Texas,48279,Lamb,33.9192,-102.3348,5939,365.0,shape,False,True,America/Chicago,3,79339,1840020539
Texas,50662,Livingston,48,0,"5,592","2,377","17,852,551",6.89,"28,894",0.01,811.27,Livingston,Livingston,TX,Texas,48373,Polk,30.71,-94.9381,5672,250.9,shape,False,True,America/Chicago,3,77351 77399,1840022159
Texas,50743,Lockhart,48,0,"12,886","5,022","21,561,023",8.32,"16,001",0.01,"1,547.91",Lockhart,Lockhart,TX,Texas,48055,Caldwell,29.8785,-97.6831,14463,357.6,shape,False,True,America/Chicago,3,78644,1840020936
Texas,51256,Longview,48,0,"107,099","45,766","233,762,595",90.26,"917,375",0.35,"1,186.61",Longview,Longview,TX,Texas,48183,Gregg,32.5193,-94.7622,111855,568.3,shape,False,True,America/Chicago,2,75602 75601 75605 75604 75606 75608 75615 75660,1840020746
Texas,51877,Lubbock,48,0,"272,280","116,963","275,248,143",106.27,"2,166,424",0.84,"2,562.06",Lubbock,Lubbock,TX,Texas,48303,Lubbock,33.5657,-101.8879,280890,722.2,shape,False,True,America/Chicago,2,79406 79423 79424 79416 79412 79410 79407 79414 79411 79404 79401 79403 79402 79415 79413 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499,1840020604
Texas,51985,Lufkin,48,0,"41,551","17,728","95,156,630",36.74,"567,033",0.22,"1,130.94",Lufkin,Lufkin,TX,Texas,48005,Angelina,31.3217,-94.7277,34165,385.6,shape,False,True,America/Chicago,3,75904 75901 75903 75915,1840020840
Texas,52039,Luling,48,0,"5,391","2,218","7,275,021",2.81,0,0.0,"1,919.26",Luling,Luling,TX,Texas,48055,Caldwell,29.6814,-97.6468,5455,382.2,shape,False,True,America/Chicago,3,78648,1840020937
Texas,52390,McAllen,48,0,"779,553","269,683","844,899,606",326.22,"1,681,658",0.65,"2,389.67",McAllen,McAllen,TX,Texas,48215,Hidalgo,26.2252,-98.2467,797341,884.4,shape,False,True,America/Chicago,2,78573 78504 78503 78501 78557 78502 78505,1840021024
Texas,52606,McGregor,48,0,"5,139","1,981","6,001,304",2.32,0,0.0,"2,217.84",McGregor,McGregor,TX,Texas,48309,McLennan,31.4186,-97.4283,5478,93.5,shape,False,True,America/Chicago,3,76657,1840020816
Texas,54050,Manor,48,0,"17,006","5,733","13,793,390",5.33,0,0.0,"3,193.22",Manor,Manor,TX,Texas,48453,Travis,30.3562,-97.5227,15341,604.1,shape,False,True,America/Chicago,3,78653,1840020890
Texas,54334,Marble Falls,48,0,"7,953","3,692","14,286,889",5.52,"522,664",0.2,"1,441.75",Marble Falls,Marble Falls,TX,Texas,48053,Burnet,30.5649,-98.2768,7068,174.3,shape,False,True,America/Chicago,3,78654,1840020870
Texas,54820,Marlin,48,0,"5,396","2,430","10,625,487",4.1,"114,571",0.04,"1,315.29",Marlin,Marlin,TX,Texas,48145,Falls,31.3085,-96.8934,5478,468.3,shape,False,True,America/Chicago,3,76661,1840020844
Texas,55036,Marshall,48,0,"21,387","8,991","41,867,103",16.16,"54,941",0.02,"1,323.05",Marshall,Marshall,TX,Texas,48203,Harrison,32.537,-94.3515,23509,305.0,shape,False,True,America/Chicago,3,75672 75670,1840020739
Texas,55495,Mathis,48,0,"5,253","2,306","8,399,920",3.24,0,0.0,"1,619.68",Mathis,Mathis,TX,Texas,48409,San Patricio,28.0909,-97.817,4350,506.5,shape,False,True,America/Chicago,3,78368,1840021004
Texas,56521,Mexia,48,0,"6,661","2,695","11,631,870",4.49,"83,451",0.03,"1,483.16",Mexia,Mexia,TX,Texas,48293,Limestone,31.6809,-96.4833,6907,370.5,shape,False,True,America/Chicago,3,76667,1840020822
Texas,57007,Midland,48,0,"141,997","59,089","176,864,141",68.29,"145,403",0.06,"2,079.40",Midland,Midland,TX,Texas,48329,Midland,32.0243,-102.1147,140171,673.3,shape,False,True,America/Chicago,2,79701 79706 79707 79705 79703 79702 79708 79711,1840020792
Texas,57034,Midlothian,48,0,"30,908","10,511","64,025,479",24.72,"530,345",0.2,"1,250.30",Midlothian,Midlothian,TX,Texas,48139,Ellis,32.4669,-96.989,35460,215.4,shape,False,True,America/Chicago,3,76065,1840020757
Texas,57547,Mineola,48,0,"5,699","2,495","14,647,065",5.66,"153,653",0.06,"1,007.73",Mineola,Mineola,TX,Texas,48499,Wood,32.6462,-95.4774,4879,182.7,shape,False,True,America/Chicago,3,75773,1840020685
Texas,57574,Mineral Wells,48,0,"14,211","5,987","22,936,185",8.86,"67,060",0.03,"1,604.73",Mineral Wells,Mineral Wells,TX,Texas,48363,Palo Pinto,32.8169,-98.0776,15049,284.8,shape,False,True,America/Chicago,3,76088 76067 76068,1840020689
Texas,58087,Monahans,48,0,"9,162","4,019","18,911,937",7.3,"31,467",0.01,"1,254.74",Monahans,Monahans,TX,Texas,48475,Ward,31.6289,-103.0403,7595,101.4,shape,False,True,America/Chicago,3,79756 79788,1840036514
Texas,58429,Mont Belvieu,48,0,"12,180","4,061","27,955,192",10.79,"157,513",0.06,"1,128.45",Mont Belvieu,Mont Belvieu,TX,Texas,48071,Chambers,29.8518,-94.8775,7868,170.8,shape,False,True,America/Chicago,3,77523 77535 77580,1840020942
Texas,60166,Mount Pleasant,48,0,"15,419","5,636","32,981,554",12.73,"840,959",0.32,"1,210.83",Mount Pleasant,Mount Pleasant,TX,Texas,48449,Titus,33.1586,-94.9727,16065,326.9,shape,False,True,America/Chicago,3,75455 75456,1840020666
Texas,60571,Muleshoe,48,0,"5,159","1,944","6,955,733",2.69,0,0.0,"1,920.97",Muleshoe,Muleshoe,TX,Texas,48017,Bailey,34.2292,-102.7284,5515,620.6,shape,False,True,America/Chicago,3,79347,1840020541
Texas,60949,Nacogdoches,48,0,"33,732","14,961","64,761,902",25,"197,886",0.08,"1,349.03",Nacogdoches,Nacogdoches,TX,Texas,48347,Nacogdoches,31.6134,-94.6528,32148,449.6,shape,False,True,America/Chicago,3,75962 75961 75964 75965 75963,1840020820
Texas,61381,Navasota,48,0,"7,458","3,021","18,281,173",7.06,"104,492",0.04,"1,056.61",Navasota,Navasota,TX,Texas,48185,Grimes,30.3873,-96.0901,7843,368.4,shape,False,True,America/Chicago,3,77868,1840023174
Texas,61921,New Boston,48,0,"4,502","2,138","9,654,465",3.73,"6,794",0.0,"1,207.74",New Boston,New Boston,TX,Texas,48037,Bowie,33.4612,-94.4183,4625,420.8,shape,False,True,America/Chicago,3,75570,1840020613
Texas,61948,New Braunfels,48,0,"100,736","41,658","130,603,555",50.43,"2,143,743",0.83,"1,997.69",New Braunfels,New Braunfels,TX,Texas,48091,Comal,29.6994,-98.1148,92993,797.3,shape,False,True,America/Chicago,3,78132 78130 78131 78135,1840021341
Texas,64864,Odessa,48,0,"154,818","63,127","222,727,634",86,"1,247,556",0.48,"1,800.30",Odessa,Odessa,TX,Texas,48135,Ector,31.8801,-102.3448,155039,850.4,shape,False,True,America/Chicago,2,79762 79761 79763 79765 79768,1840020794
Texas,65647,Orange,48,0,"40,796","18,518","95,108,876",36.72,"4,947,934",1.91,"1,110.95",Orange,Orange,TX,Texas,48361,Orange,30.1226,-93.7607,19221,347.5,shape,False,True,America/Chicago,3,77630 77632 77631,1840020910
Texas,67078,Palestine,48,0,"18,615","7,789","39,343,056",15.19,"185,637",0.07,"1,225.44",Palestine,Palestine,TX,Texas,48001,Anderson,31.7544,-95.6471,18741,372.6,shape,False,True,America/Chicago,3,75801 75803 75802 75882,1840020798
Texas,67240,Pampa,48,0,"16,865","8,413","21,374,659",8.25,0,0.0,"2,043.55",Pampa,Pampa,TX,Texas,48179,Gray,35.5479,-100.9651,16861,721.7,shape,False,True,America/Chicago,3,79065,1840022939
Texas,67564,Paris,48,0,"26,292","12,343","45,395,056",17.53,"161,369",0.06,"1,500.07",Paris,Paris,TX,Texas,48277,Lamar,33.6688,-95.546,24574,269.6,shape,False,True,America/Chicago,3,75462 75460 75461,1840020594
Texas,68212,Pearsall,48,0,"9,063","3,016","14,015,152",5.41,0,0.0,"1,674.83",Pearsall,Pearsall,TX,Texas,48163,Frio,28.8915,-99.0975,8870,523.0,shape,False,True,America/Chicago,3,78061,1840020992
Texas,68239,Pecan Plantation,48,0,"6,831","3,229","21,036,038",8.12,"46,831",0.02,841.04,Pecan Plantation,Pecan Plantation,TX,Texas,48221,Hood,32.3628,-97.6553,6664,346.6,shape,False,False,America/Chicago,3,76049,1840019460
Texas,68752,Perryton,48,0,"8,391","3,580","10,305,237",3.98,0,0.0,"2,108.89",Perryton,Perryton,TX,Texas,48357,Ochiltree,36.3928,-100.7976,8664,697.3,shape,False,True,America/Chicago,3,79070,1840020379
Texas,69967,Plainview,48,0,"22,615","9,073","30,525,007",11.79,0,0.0,"1,918.84",Plainview,Plainview,TX,Texas,48189,Hale,34.1911,-101.7235,20113,558.9,shape,False,True,America/Chicago,3,79072,1840020538
Texas,70237,Pleasanton,48,0,"13,983","5,668","23,462,251",9.06,"13,126",0.01,"1,543.58",Pleasanton,Pleasanton,TX,Texas,48013,Atascosa,28.9642,-98.4957,10706,461.4,shape,False,True,America/Chicago,3,78064,1840020988
Texas,70993,Port Arthur,48,0,"116,819","47,850","172,141,854",66.46,"7,867,704",3.04,"1,757.62",Port Arthur,Port Arthur,TX,Texas,48245,Jefferson,29.8554,-93.9264,117348,285.7,shape,False,True,America/Chicago,2,77655 77640 77642 77641 77643,1840020919
Texas,71371,Port Lavaca,48,0,"12,055","5,006","27,154,857",10.48,"121,453",0.05,"1,149.79",Port Lavaca,Port Lavaca,TX,Texas,48057,Calhoun,28.6181,-96.6278,11545,439.1,shape,False,True,America/Chicago,3,77979,1840020996
Texas,72397,Princeton,48,0,"18,184","5,936","21,331,024",8.24,"156,654",0.06,"2,207.88",Princeton,Princeton,TX,Texas,48085,Collin,33.1778,-96.5044,18441,705.1,shape,False,True,America/Chicago,3,75407,1840020663
Texas,73612,Raymondville,48,0,"12,986","3,991","14,592,800",5.63,"151,218",0.06,"2,304.81",Raymondville,Raymondville,TX,Texas,48489,Willacy,26.4759,-97.7769,10301,966.6,shape,False,True,America/Chicago,3,78580,1840021035
Texas,75556,Robstown,48,0,"10,775","4,198","9,491,863",3.66,0,0.0,"2,940.11",Robstown,Robstown,TX,Texas,48355,Nueces,27.794,-97.6692,10246,304.6,shape,False,True,America/Chicago,3,78380,1840021010
Texas,75691,Rockdale,48,0,"5,464","2,537","8,550,770",3.3,0,0.0,"1,655.02",Rockdale,Rockdale,TX,Texas,48331,Milam,30.6543,-97.0089,5424,488.7,shape,False,True,America/Chicago,3,76567,1840020859
Texas,75853,Rockport,48,0,"16,217","10,898","49,427,181",19.08,"1,561,027",0.6,849.77,Rockport,Rockport,TX,Texas,48007,Aransas,28.029,-97.0722,10265,239.5,shape,False,True,America/Chicago,3,78382 78381,1840020999
Texas,76555,Royse City,48,0,"13,922","4,799","15,887,851",6.13,"75,670",0.03,"2,269.52",Royse City,Royse City,TX,Texas,48397,Rockwall,32.9762,-96.3175,15051,302.6,shape,False,True,America/Chicago,3,75189,1840020718
Texas,78553,San Angelo,48,0,"99,982","43,410","127,600,935",49.27,"2,639,628",1.02,"2,029.39",San Angelo,San Angelo,TX,Texas,48451,Tom Green,31.4424,-100.4504,100057,640.0,shape,False,True,America/Chicago,2,76905 76904 76901 76903 76909 76908 76886 76906,1840022146
Texas,78580,San Antonio,48,0,"1,992,689","789,482","1,588,802,530",613.44,"8,698,357",3.36,"3,248.38",San Antonio,San Antonio,TX,Texas,48029,Bexar,29.4632,-98.5238,2058444,1118.8,shape,False,True,America/Chicago,1,78112 78239 78259 78258 78252 78251 78250 78257 78256 78255 78254 78208 78201 78202 78203 78204 78205 78207 78245 78242 78248 78231 78230 78233 78232 78235 78234 78237 78238 78209 78109 78266 78264 78260 78219 78218 78217 78216 78215 78214 78213 78212 78211 78210 78244 78247 78240 78249 78073 78023 78222 78223 78220 78221 78226 78227 78224 78225 78228 78229 78206 78241 78246 78265 78268 78269 78270 78278 78279 78280 78283 78284 78285 78288 78289 78291 78292 78293 78294 78295 78296 78297 78298 78299,1840022220
Texas,78958,Sanger,48,0,"8,279","3,144","11,371,906",4.39,"57,008",0.02,"1,885.57",Sanger,Sanger,TX,Texas,48121,Denton,33.3715,-97.1678,9041,296.9,shape,False,True,America/Chicago,3,76266,1840022004
Texas,79201,San Marcos,48,0,"70,801","30,583","63,296,277",24.44,"115,426",0.04,"2,897.07",San Marcos,San Marcos,TX,Texas,48209,Hays,29.8734,-97.9356,67491,692.4,shape,False,True,America/Chicago,3,78666 78656 78667,1840022188
Texas,80281,Sealy,48,0,"6,385","2,718","14,718,390",5.68,"160,229",0.06,"1,123.57",Sealy,Sealy,TX,Texas,48015,Austin,29.7662,-96.163,6837,228.2,shape,False,True,America/Chicago,3,77474,1840022209
Texas,80497,Seguin,48,0,"28,998","12,250","51,794,885",20,"1,963,042",0.76,"1,450.04",Seguin,Seguin,TX,Texas,48187,Guadalupe,29.5891,-97.9676,30318,296.3,shape,False,True,America/Chicago,3,78155 78156,1840022214
Texas,80632,Seminole,48,0,"7,068","2,807","8,746,908",3.38,0,0.0,"2,092.86",Seminole,Seminole,TX,Texas,48165,Gaines,32.7207,-102.6501,7024,652.5,shape,False,True,America/Chicago,3,79360,1840022061
Texas,82009,Silsbee,48,0,"9,234","4,130","31,325,736",12.09,"183,333",0.07,763.46,Silsbee,Silsbee,TX,Texas,48199,Hardin,30.3456,-94.1764,6904,347.0,shape,False,True,America/Chicago,3,77656,1840022182
Texas,82171,Sinton,48,0,"5,661","2,203","6,005,422",2.32,0,0.0,"2,441.45",Sinton,Sinton,TX,Texas,48409,San Patricio,28.0392,-97.5153,5505,655.7,shape,False,True,America/Chicago,3,78387,1840022251
Texas,82414,Slaton,48,0,"5,678","2,464","7,125,449",2.75,"30,586",0.01,"2,063.86",Slaton,Slaton,TX,Texas,48303,Lubbock,33.4421,-101.6476,5859,418.9,shape,False,True,America/Chicago,3,79364,1840021982
Texas,82711,Snyder,48,0,"11,547","4,783","18,641,089",7.2,"58,466",0.02,"1,604.34",Snyder,Snyder,TX,Texas,48415,Scurry,32.7133,-100.9116,11378,491.7,shape,False,True,America/Chicago,3,79549 79550,1840022059
Texas,83080,Sonterra,48,0,"9,024","3,182","8,032,771",3.1,"25,107",0.01,"2,909.59",Sonterra,Sonterra,TX,Texas,48491,Williamson,30.8079,-97.5952,8082,1319.4,shape,False,False,America/Chicago,3,76537,1840033584
Texas,84763,Stephenville,48,0,"20,852","8,447","24,282,134",9.38,"11,395",0.0,"2,224.12",Stephenville,Stephenville,TX,Texas,48143,Erath,32.2147,-98.2205,21020,683.5,shape,False,True,America/Chicago,3,76401 76402,1840022097
Texas,85546,Sulphur Springs,48,0,"14,683","6,547","28,051,656",10.83,"476,384",0.18,"1,355.67",Sulphur Springs,Sulphur Springs,TX,Texas,48223,Hopkins,33.1421,-95.6122,16033,301.4,shape,False,True,America/Chicago,3,75482 75483,1840022031
Texas,86167,Sweetwater,48,0,"10,372","5,035","19,549,660",7.55,"2,421",0.0,"1,374.11",Sweetwater,Sweetwater,TX,Texas,48353,Nolan,32.4692,-100.4092,10546,368.0,shape,False,True,America/Chicago,3,79556,1840022089
Texas,86734,Taylor,48,0,"15,147","5,969","18,191,471",7.02,"167,477",0.06,"2,156.54",Taylor,Taylor,TX,Texas,48491,Williamson,30.5729,-97.4268,16449,309.1,shape,False,True,America/Chicago,3,76574,1840022165
Texas,87058,Temple,48,0,"114,632","47,995","151,216,886",58.39,"542,019",0.21,"1,963.38",Temple,Temple,TX,Texas,48027,Bell,31.1068,-97.3891,120240,447.0,shape,False,True,America/Chicago,2,76501 76502 76504 76508 76533,1840022154
Texas,87166,Terrell,48,0,"16,581","6,180","31,864,140",12.3,"11,575",0.0,"1,347.74",Terrell,Terrell,TX,Texas,48257,Kaufman,32.734,-96.2931,18001,255.4,shape,False,True,America/Chicago,3,75160 75161,1840022065
Texas,87193,Texarkana,48,P,"53,144","23,134","116,566,135",45.01,"638,975",0.25,"1,180.81",Texarkana,Texarkana,TX,Texas,48037,Bowie,33.45,-94.0847,79570,444.7,shape,False,True,America/Chicago,3,75501 75503 75599,1840021987
Texas,89326,Tyler,48,0,"131,028","55,860","211,165,770",81.53,"2,199,378",0.85,"1,607.08",Tyler,Tyler,TX,Texas,48423,Smith,32.3184,-95.3062,138024,711.1,shape,False,True,America/Chicago,2,75709 75702 75703 75701 75711 75710 75712 75713 75798 75799,1840022076
Texas,89839,Uvalde,48,0,"15,926","6,182","19,037,171",7.35,"22,341",0.01,"2,166.72",Uvalde,Uvalde,TX,Texas,48463,Uvalde,29.2152,-99.7782,15342,772.9,shape,False,True,America/Chicago,3,78801,1840022231
Texas,90379,Vernon,48,0,"9,524","4,516","15,002,986",5.79,"23,262",0.01,"1,644.14",Vernon,Vernon,TX,Texas,48487,Wilbarger,34.1479,-99.3,10018,490.2,shape,False,True,America/Chicago,3,76384 76385,1840021912
Texas,90514,Victoria,48,0,"65,986","28,572","87,023,661",33.6,0,0.0,"1,963.87",Victoria,Victoria,TX,Texas,48469,Victoria,28.8287,-96.9849,65656,680.0,shape,False,True,America/Chicago,3,77901 77904 77905 77902 77903,1840023044
Texas,91027,Waco,48,0,"192,844","79,136","232,786,010",89.88,"1,417,901",0.55,"2,145.59",Waco,Waco,TX,Texas,48309,McLennan,31.5599,-97.1882,195709,604.6,shape,False,True,America/Chicago,2,76798 76710 76711 76712 76708 76701 76707 76706 76704 76702 76703 76714 76797 76799,1840022140
Texas,93484,Weatherford,48,0,"48,112","19,274","100,200,945",38.69,"176,674",0.07,"1,243.60",Weatherford,Weatherford,TX,Texas,48367,Parker,32.7536,-97.7723,32168,454.8,shape,False,True,America/Chicago,3,76086 76087,1840022041
Texas,93970,West Columbia,48,0,"5,888","2,537","9,625,372",3.72,"1,285,408",0.5,"1,584.34",West Columbia,West Columbia,TX,Texas,48039,Brazoria,29.1422,-95.6491,3641,539.1,shape,False,True,America/Chicago,3,77486,1840022237
Texas,94672,Wharton,48,0,"8,526","3,907","12,064,164",4.66,"7,360",0.0,"1,830.40",Wharton,Wharton,TX,Texas,48481,Wharton,29.3177,-96.1022,8669,405.9,shape,False,True,America/Chicago,3,77488,1840022229
Texas,94863,Whitehouse,48,0,"9,139","3,272","13,499,092",5.21,"151,177",0.06,"1,753.44",Whitehouse,Whitehouse,TX,Texas,48423,Smith,32.2222,-95.221,8512,598.0,shape,False,True,America/Chicago,3,75791,1840022077
Texas,95104,Wichita Falls,48,0,"97,039","42,923","131,530,216",50.78,0,0.0,"1,910.81",Wichita Falls,Wichita Falls,TX,Texas,48485,Wichita,33.9072,-98.5291,102482,547.5,shape,False,True,America/Chicago,2,76309 76308 76310 76311 76306 76305 76302 76301 76307,1840021923
Texas,97696,Yoakum,48,0,"5,598","2,473","8,161,955",3.15,0,0.0,"1,776.38",Yoakum,Yoakum,TX,Texas,48285,Lavaca,29.2934,-97.1468,5841,492.4,shape,False,True,America/Chicago,3,77995,1840022242
