STATE,UACE,NAME,STATEFP,PART,POP,HOUSING,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI,POPDEN
Hawaii,39889,"Honolulu, HI",15,,"853,252","315,727","375,480,534",144.97,"8,571,102",3.31,"5,885.56"
Hawaii,43615,"Kahului--Wailuku, HI",15,,"57,905","18,348","35,007,714",13.52,"110,659",0.04,"4,284.01"
Hawaii,43642,"Kailua (Hawaii County), HI",15,,"33,024","15,746","55,267,909",21.34,0,0,"1,547.58"
Hawaii,43669,"Kailua (Honolulu County)--Kaneohe, HI",15,,"118,092","40,063","75,845,561",29.28,"1,376,149",0.53,"4,032.63"
Hawaii,43939,"Kapaa, HI",15,,"18,212","7,118","29,178,576",11.27,"87,811",0.03,"1,616.56"
Hawaii,44236,"Kekaha, HI",15,,"5,724","2,092","5,273,311",2.04,"12,257",0,"2,811.34"
Hawaii,44911,"Kihei, HI",15,,"26,878","17,408","21,093,761",8.14,"14,330",0.01,"3,300.20"
Hawaii,46396,"Lahaina--Napili-Honokowai, HI",15,,"21,398","11,642","13,836,433",5.34,"18,026",0.01,"4,005.41"
Hawaii,46423,"Laie--Hauula, HI",15,,"12,488","3,443","8,830,624",3.41,0,0,"3,662.68"
Hawaii,49771,"Lihue, HI",15,,"15,885","5,538","18,238,396",7.04,"78,115",0.03,"2,255.79"
Hawaii,72410,"Princeville, HI",15,,"2,544","2,740","7,542,253",2.91,"219,610",0.08,873.6
Hawaii,72640,"Pukalani--Haiku-Pauwela--Makawao, HI",15,,"23,305","9,001","41,320,425",15.95,"108,128",0.04,"1,460.77"
Hawaii,72803,"Pupukea, HI",15,,"15,509","6,503","20,217,356",7.81,"96,763",0.04,"1,986.81"
Hawaii,91216,"Waikoloa Village, HI",15,,"6,824","3,222","15,365,371",5.93,0,0,"1,150.25"
Idaho,7948,"Blackfoot, ID",16,,"14,231","5,387","19,458,927",7.51,"459,187",0.18,"1,894.15"
Idaho,8785,"Boise City, ID",16,,"433,180","177,221","360,604,917",139.23,"5,022,231",1.94,"3,111.25"
Idaho,11620,"Burley, ID",16,,"17,741","6,631","24,724,005",9.55,"1,800,922",0.7,"1,858.48"
Idaho,18451,"Coeur d'Alene, ID",16,,"121,831","51,420","121,096,977",46.76,"2,005,943",0.77,"2,605.69"
Idaho,27469,"Emmett, ID",16,,"10,173","4,191","14,841,901",5.73,"204,462",0.08,"1,775.24"
Idaho,36217,"Hailey, ID",16,,"12,035","4,877","13,646,439",5.27,"13,358",0.01,"2,284.15"
Idaho,40996,"Idaho Falls, ID",16,,"105,132","38,357","106,858,629",41.26,"726,738",0.28,"2,548.14"
Idaho,43048,"Jerome, ID",16,,"12,405","4,309","14,147,762",5.46,"2,037",0,"2,270.95"
Idaho,44695,"Ketchum, ID",16,,"6,346","6,698","20,685,351",7.99,"118,747",0.05,794.58
Idaho,45775,"Kuna, ID",16,,"23,565","7,813","16,384,896",6.33,"46,009",0.02,"3,724.96"
Idaho,49312,"Lewiston, ID--WA",16,P,"34,131","14,812","41,507,193",16.03,"1,085,743",0.42,"2,129.72"
Idaho,52403,"McCall, ID",16,,"3,695","4,331","15,645,993",6.04,"179,097",0.07,611.66
Idaho,56829,"Middleton, ID",16,,"10,265","3,418","11,570,866",4.47,"56,309",0.02,"2,297.69"
Idaho,59491,"Moscow, ID",16,,"25,914","11,301","16,588,892",6.41,"8,987",0,"4,045.90"
Idaho,59707,"Mountain Home, ID",16,,"17,799","7,378","16,983,899",6.56,"12,773",0,"2,714.29"
Idaho,60976,"Nampa, ID",16,,"177,561","62,411","170,587,916",65.86,"428,457",0.17,"2,695.86"
Idaho,65539,"Ontario--Payette, OR--ID",16,P,"14,916","5,821","18,361,004",7.09,"25,539",0.01,"2,104.04"
Idaho,70426,"Pocatello, ID",16,,"72,211","29,266","71,130,648",27.46,"260,757",0.1,"2,629.33"
Idaho,73423,"Rathdrum, ID",16,,"9,241","3,485","10,481,784",4.05,0,0,"2,283.40"
Idaho,74260,"Rexburg, ID",16,,"41,330","10,591","24,295,731",9.38,"194,766",0.08,"4,405.89"
Idaho,74962,"Rigby, ID",16,,"10,283","3,361","19,727,352",7.62,"57,802",0.02,"1,350.05"
Idaho,76744,"Rupert, ID",16,,"6,534","2,532","7,150,532",2.76,"26,291",0.01,"2,366.67"
Idaho,78715,"Sandpoint, ID",16,,"12,824","6,419","23,962,522",9.25,"372,879",0.14,"1,386.08"
Idaho,81388,"Shelley, ID",16,,"5,109","1,726","5,622,978",2.17,0,0,"2,353.25"
Idaho,84429,"Star, ID",16,,"10,673","3,894","10,041,169",3.88,"64,209",0.02,"2,752.96"
Idaho,89245,"Twin Falls, ID",16,,"58,808","22,844","57,151,291",22.07,"281,269",0.11,"2,665.07"
Idaho,93619,"Weiser, ID--OR",16,P,"5,504","2,281","5,948,576",2.3,"12,197",0,"2,396.42"
Illinois,1765,"Alton, IL",17,,"79,260","38,052","154,514,205",59.66,"2,463,025",0.95,"1,328.57"
Illinois,2575,"Anna, IL",17,,"6,068","2,749","11,470,852",4.43,"57,886",0.02,"1,370.09"
Illinois,5977,"Beardstown, IL",17,,"6,262","2,505","5,541,099",2.14,"96,717",0.04,"2,926.95"
Illinois,6760,"Beloit, WI--IL",17,P,"18,981","7,736","33,275,638",12.85,"770,296",0.3,"1,477.37"
Illinois,7030,"Benton, IL",17,,"7,491","3,737","12,902,238",4.98,"51,328",0.02,"1,503.74"
Illinois,8407,"Bloomington--Normal, IL",17,,"134,100","59,416","130,436,714",50.36,"571,357",0.22,"2,662.73"
Illinois,9865,"Breese, IL",17,,"4,637","2,036","6,068,055",2.34,0,0,"1,979.18"
Illinois,11674,"Burlington, IA--IL",17,P,34,28,"994,925",0.38,"107,585",0.04,88.51
Illinois,12079,"Byron, IL",17,,"5,625","2,301","8,606,615",3.32,"672,655",0.26,"1,692.73"
Illinois,13294,"Canton, IL",17,,"13,177","5,828","14,045,059",5.42,0,0,"2,429.91"
Illinois,13537,"Cape Girardeau, MO--IL",17,P,160,83,"168,286",0.06,0,0,"2,462.46"
Illinois,13591,"Carbondale, IL",17,,"31,488","17,666","56,111,366",21.66,"1,285,073",0.5,"1,453.42"
Illinois,13699,"Carlinville, IL",17,,"5,602","2,533","7,737,210",2.99,0,0,"1,875.24"
Illinois,13861,"Carmi, IL",17,,"5,067","2,539","6,856,255",2.65,"52,256",0.02,"1,914.09"
Illinois,15022,"Centralia, IL",17,,"15,301","7,386","25,414,515",9.81,"60,073",0.02,"1,559.32"
Illinois,15211,"Champaign, IL",17,,"147,452","68,225","120,497,761",46.52,"975,880",0.38,"3,169.34"
Illinois,15400,"Charleston, IL",17,,"17,415","8,399","20,079,870",7.75,735,0,"2,246.26"
Illinois,16156,"Chester, IL",17,,"6,338","2,026","10,260,912",3.96,"31,757",0.01,"1,599.79"
Illinois,16264,"Chicago, IL--IN",17,P,"8,140,136","3,330,235","5,332,265,500","2,058.80","88,985,758",34.36,"3,953.83"
Illinois,17884,"Clinton, IL",17,,"7,323","3,549","9,441,802",3.65,0,0,"2,008.78"
Illinois,17938,"Clinton--Fulton, IA--IL",17,P,"3,835","1,843","7,037,185",2.72,"1,875,333",0.72,"1,411.45"
Illinois,18270,"Coal City--Braidwood, IL",17,,"15,837","7,007","26,645,355",10.29,"500,703",0.19,"1,539.39"
Illinois,22204,"Danville, IL",17,,"40,044","18,786","71,985,501",27.79,"2,231,770",0.86,"1,440.76"
Illinois,22366,"Davenport, IA--IL",17,P,"133,734","61,963","179,202,856",69.19,"13,553,840",5.23,"1,932.83"
Illinois,22717,"Decatur, IL",17,,"86,287","42,057","142,726,115",55.11,"7,596,199",2.93,"1,565.81"
Illinois,22960,"DeKalb, IL",17,,"64,736","26,985","66,387,396",25.63,"626,929",0.24,"2,525.56"
Illinois,24310,"Dixon, IL",17,,"15,987","6,712","20,246,217",7.82,"996,920",0.38,"2,045.13"
Illinois,24823,"Dubuque, IA--IL",17,P,"2,558","1,225","6,006,093",2.32,"35,527",0.01,"1,103.08"
Illinois,25093,"Du Quoin, IL",17,,"5,933","2,969","10,516,647",4.06,"53,516",0.02,"1,461.15"
Illinois,26308,"Effingham, IL",17,,"13,990","6,588","35,160,390",13.58,"75,129",0.03,"1,030.53"
Illinois,26375,"Elburn, IL",17,,"6,395","2,334","9,232,591",3.56,0,0,"1,793.97"
Illinois,28225,"Eureka, IL",17,,"5,401","2,216","6,532,024",2.52,"124,341",0.05,"2,141.53"
Illinois,28684,"Fairfield, IL",17,,"4,766","2,540","8,447,586",3.26,"63,580",0.02,"1,461.23"
Illinois,29899,"Flora, IL",17,,"4,793","2,261","8,250,056",3.19,0,0,"1,504.69"
Illinois,30763,"Fort Madison, IA--IL",17,P,81,36,"827,095",0.32,0,0,253.65
Illinois,31681,"Freeport, IL",17,,"24,135","11,988","27,507,093",10.62,"95,514",0.04,"2,272.48"
Illinois,32329,"Galesburg, IL",17,,"33,847","15,669","56,781,538",21.92,"141,394",0.05,"1,543.87"
Illinois,32761,"Geneseo, IL",17,,"6,435","3,093","9,729,518",3.76,0,0,"1,712.99"
Illinois,32869,"Genoa, IL",17,,"5,484","2,058","5,685,910",2.2,"128,733",0.05,"2,498.02"
Illinois,33220,"Gillespie, IL",17,,"5,037","2,430","7,354,379",2.84,355,0,"1,773.88"
Illinois,35299,"Greenville, IL",17,,"6,765","2,262","7,734,384",2.99,0,0,"2,265.37"
Illinois,36568,"Hampshire, IL",17,,"5,699","2,104","7,057,711",2.72,0,0,"2,091.38"
Illinois,37000,"Harrisburg, IL",17,,"8,283","4,154","13,704,358",5.29,"81,560",0.03,"1,565.41"
Illinois,37459,"Harvard, IL",17,,"9,376","3,278","11,301,822",4.36,0,0,"2,148.66"
Illinois,38755,"Highland, IL",17,,"10,267","4,661","13,754,936",5.31,"105,545",0.04,"1,933.23"
Illinois,38863,"Hillsboro, IL",17,,"6,880","2,390","10,063,611",3.89,"125,083",0.05,"1,770.65"
Illinois,39970,"Hoopeston, IL",17,,"4,812","2,356","5,851,429",2.26,0,0,"2,129.91"
Illinois,42373,"Jacksonville, IL",17,,"21,003","9,559","31,658,295",12.22,"306,226",0.12,"1,718.27"
Illinois,43075,"Jerseyville, IL",17,,"8,641","3,948","12,352,019",4.77,0,0,"1,811.86"
Illinois,43885,"Kankakee, IL",17,,"66,530","27,634","81,999,622",31.66,"1,966,681",0.76,"2,101.37"
Illinois,44560,"Keokuk, IA--IL",17,P,"2,733","1,296","5,638,470",2.18,"23,088",0.01,"1,255.38"
Illinois,44722,"Kewanee, IL",17,,"12,542","5,776","15,419,066",5.95,0,0,"2,106.72"
Illinois,46760,"Lake Holiday, IL",17,,"7,313","3,211","11,138,120",4.3,"1,250,252",0.48,"1,700.52"
Illinois,48340,"Lawrenceville, IL",17,,"4,632","2,317","6,745,548",2.6,0,0,"1,778.48"
Illinois,49906,"Lincoln, IL",17,,"13,990","6,756","20,982,286",8.1,"9,593",0,"1,726.88"
Illinois,50230,"Litchfield, IL",17,,"6,350","3,053","12,635,306",4.88,"23,169",0.01,"1,301.62"
Illinois,52623,"McHenry Northwest--Wonder Lake, IL",17,,"5,758","2,622","6,077,977",2.35,"17,689",0.01,"2,453.64"
Illinois,52795,"Macomb, IL",17,,"15,656","8,002","22,648,434",8.74,"18,498",0.01,"1,790.36"
Illinois,53416,"Mahomet, IL",17,,"11,922","4,713","17,802,857",6.87,"138,788",0.05,"1,734.43"
Illinois,53834,"Manhattan, IL",17,,"7,826","2,774","7,602,887",2.94,0,0,"2,665.99"
Illinois,54172,"Manteno, IL",17,,"10,437","4,475","15,563,649",6.01,"245,231",0.09,"1,736.85"
Illinois,54388,"Marengo, IL",17,,"7,509","3,066","9,864,690",3.81,0,0,"1,971.50"
Illinois,54722,"Marion--Herrin, IL",17,,"39,391","19,639","85,398,514",32.97,"1,149,612",0.44,"1,194.66"
Illinois,54901,"Marseilles, IL",17,,"4,660","2,212","6,194,521",2.39,0,0,"1,948.39"
Illinois,55375,"Mascoutah, IL",17,,"8,528","3,354","8,316,671",3.21,"140,230",0.05,"2,655.80"
Illinois,55576,"Mattoon, IL",17,,"17,111","8,711","21,610,579",8.34,"46,655",0.02,"2,050.72"
Illinois,56197,"Mendota, IL",17,,"6,918","3,043","7,384,990",2.85,"70,458",0.03,"2,426.21"
Illinois,56467,"Metropolis, IL",17,,"5,925","3,004","7,738,971",2.99,"6,733",0,"1,982.91"
Illinois,58222,"Monmouth, IL",17,,"9,189","3,890","10,760,117",4.15,"53,160",0.02,"2,211.82"
Illinois,58735,"Monticello, IL",17,,"5,985","2,605","10,153,542",3.92,"5,128",0,"1,526.67"
Illinois,59329,"Morris, IL",17,,"15,740","6,956","22,372,306",8.64,"330,128",0.13,"1,822.18"
Illinois,59842,"Mount Carmel, IL",17,,"6,963","3,435","11,126,845",4.3,0,0,"1,620.77"
Illinois,60328,"Mount Vernon, IL",17,,"15,288","7,686","33,183,843",12.81,"239,155",0.09,"1,193.22"
Illinois,65188,"Olney, IL",17,,"8,642","4,154","15,897,441",6.14,675,0,"1,407.94"
Illinois,66295,"Ottawa, IL",17,,"20,122","9,667","25,874,487",9.99,"1,411,987",0.55,"2,014.17"
Illinois,66781,"Paducah, KY--IL",17,P,751,370,"1,510,283",0.58,"5,452",0,"1,287.89"
Illinois,67267,"Pana, IL",17,,"5,309","2,757","8,747,377",3.38,"727,429",0.28,"1,571.93"
Illinois,67483,"Paris, IL",17,,"8,316","4,218","12,726,845",4.91,"29,281",0.01,"1,692.36"
Illinois,68131,"Paxton, IL",17,,"4,528","2,036","5,508,604",2.13,0,0,"2,128.94"
Illinois,68509,"Peoria, IL",17,,"259,781","121,278","377,582,973",145.79,"11,760,373",4.54,"1,781.94"
Illinois,68833,"Peru--LaSalle, IL",17,,"29,763","14,250","55,561,608",21.45,"108,194",0.04,"1,387.39"
Illinois,70669,"Pontiac, IL",17,,"11,078","4,910","10,868,512",4.2,"40,803",0.02,"2,639.91"
Illinois,72289,"Princeton, IL",17,,"7,979","3,910","16,056,337",6.2,0,0,"1,287.06"
Illinois,73045,"Quincy, IL",17,,"43,427","20,724","58,852,783",22.72,"133,107",0.05,"1,911.13"
Illinois,73369,"Rantoul, IL",17,,"13,654","6,328","23,306,939",9,"269,802",0.1,"1,517.30"
Illinois,75529,"Robinson, IL",17,,"6,134","3,202","11,667,402",4.5,"29,100",0.01,"1,361.66"
Illinois,75583,"Rochelle, IL",17,,"11,013","4,767","24,779,625",9.57,"49,946",0.02,"1,151.09"
Illinois,75718,"Rockford, IL",17,,"276,443","119,742","346,575,428",133.81,"5,432,789",2.1,"2,065.88"
Illinois,76474,"Round Lake Beach--McHenry--Grayslake, IL--WI",17,P,"248,461","98,062","307,519,097",118.73,"24,145,335",9.32,"2,092.59"
Illinois,77770,"St. Louis, MO--IL",17,P,"355,672","158,663","628,883,066",242.81,"13,356,859",5.16,"1,464.80"
Illinois,78094,"Salem, IL",17,,"7,153","3,350","12,683,018",4.9,"167,909",0.06,"1,460.71"
Illinois,81253,"Shelbyville, IL",17,,"4,872","2,447","8,036,531",3.1,0,0,"1,570.13"
Illinois,83899,"Springfield, IL",17,,"159,265","77,296","211,702,388",81.74,"626,358",0.24,"1,948.46"
Illinois,84601,"Staunton, IL",17,,"4,866","2,309","7,942,764",3.07,"86,504",0.03,"1,586.71"
Illinois,84817,"Sterling, IL",17,,"27,602","13,193","37,845,658",14.61,"1,611,579",0.62,"1,888.96"
Illinois,85222,"Streator, IL",17,,"16,209","7,821","21,040,094",8.12,"11,681",0,"1,995.29"
Illinois,85411,"Sullivan, IL",17,,"4,414","2,043","7,177,748",2.77,"19,468",0.01,"1,592.73"
Illinois,86788,"Taylorville, IL",17,,"11,525","5,784","14,140,551",5.46,"241,377",0.09,"2,110.92"
Illinois,89137,"Tuscola, IL",17,,"4,942","2,344","7,823,637",3.02,"23,450",0.01,"1,636.03"
Illinois,89261,"Twin Lakes, WI--IL",17,P,"1,480",654,"3,144,672",1.21,0,0,"1,218.95"
Illinois,90136,"Vandalia, IL",17,,"8,110","2,927","16,761,482",6.47,"5,741",0,"1,253.16"
Illinois,92566,"Waterloo, IL",17,,"9,933","4,305","14,015,212",5.41,"84,206",0.03,"1,835.60"
Illinois,92863,"Watseka, IL",17,,"4,671","2,444","7,423,230",2.87,0,0,"1,629.73"
Illinois,94051,"West Frankfort, IL",17,,"7,935","4,110","12,160,156",4.7,"20,155",0.01,"1,690.07"
Illinois,95806,"Wilmington, IL",17,,"6,388","2,836","10,229,749",3.95,"1,319,139",0.51,"1,617.33"
Illinois,97129,"Woodstock, IL",17,,"25,298","10,243","24,100,107",9.31,0,0,"2,718.72"
Indiana,1273,"Alexandria, IN",18,,"6,140","2,955","9,853,044",3.8,"11,855",0,"1,613.97"
Indiana,2386,"Anderson, IN",18,,"79,517","36,893","135,120,308",52.17,"395,557",0.15,"1,524.18"
Indiana,2548,"Angola, IN",18,,"12,686","6,728","32,187,898",12.43,"5,901,426",2.28,"1,020.77"
Indiana,4060,"Auburn, IN",18,,"20,346","8,813","25,597,810",9.88,0,0,"2,058.61"
Indiana,5572,"Batesville, IN",18,,"7,941","3,285","14,178,627",5.47,"175,293",0.07,"1,450.57"
Indiana,6166,"Bedford, IN",18,,"14,432","6,932","22,034,934",8.51,"2,314",0,"1,696.34"
Indiana,8380,"Bloomington, IN",18,,"110,103","50,119","111,461,459",43.04,"13,178",0.01,"2,558.42"
Indiana,8542,"Bluffton, IN",18,,"10,346","4,758","16,844,842",6.5,"198,848",0.08,"1,590.75"
Indiana,9163,"Boonville, IN",18,,"6,507","2,961","7,326,458",2.83,"34,048",0.01,"2,300.30"
Indiana,9757,"Brazil, IN",18,,"10,587","4,722","17,102,535",6.6,"49,727",0.02,"1,603.28"
Indiana,15535,"Charlestown, IN",18,,"6,696","2,881","10,428,023",4.03,"37,520",0.01,"1,663.07"
Indiana,16264,"Chicago, IL--IN",18,P,"531,610","229,380","722,829,418",279.09,"11,895,024",4.59,"1,904.82"
Indiana,17911,"Clinton, IN",18,,"6,484","3,130","8,117,234",3.13,0,0,"2,068.87"
Indiana,19018,"Columbia City, IN",18,,"10,256","4,613","15,631,799",6.04,"48,844",0.02,"1,699.29"
Indiana,19126,"Columbus, IN",18,,"60,982","26,694","72,160,366",27.86,"838,584",0.32,"2,188.77"
Indiana,19693,"Connersville, IN",18,,"14,401","7,049","19,300,654",7.45,"39,566",0.02,"1,932.49"
Indiana,20442,"Corydon, IN",18,,"5,696","2,509","9,294,847",3.59,0,0,"1,587.18"
Indiana,20881,"Crawfordsville, IN",18,,"17,863","8,008","25,306,177",9.77,"77,556",0.03,"1,828.21"
Indiana,22744,"Decatur, IN",18,,"10,441","4,820","16,986,883",6.56,"16,644",0.01,"1,591.94"
Indiana,26794,"Elkhart, IN--MI",18,P,"147,468","58,727","242,775,462",93.74,"8,088,284",3.12,"1,573.22"
Indiana,27307,"Elwood, IN",18,,"9,199","4,448","11,996,702",4.63,0,0,"1,985.99"
Indiana,28333,"Evansville, IN",18,,"206,855","94,932","292,028,104",112.75,"2,911,523",1.12,"1,834.59"
Indiana,31087,"Fort Wayne, IN",18,,"335,934","144,476","423,710,136",163.6,"699,749",0.27,"2,053.44"
Indiana,31222,"Frankfort, IN",18,,"16,775","6,650","19,388,846",7.49,0,0,"2,240.83"
Indiana,34840,"Greencastle, IN",18,,"10,190","4,035","12,323,751",4.76,"132,764",0.05,"2,141.55"
Indiana,34876,"Greendale--Lawrenceburg--Hidden Valley, IN--OH",18,P,"19,774","8,369","47,413,168",18.31,"1,188,352",0.46,"1,080.17"
Indiana,35191,"Greensburg, IN",18,,"12,529","5,556","22,655,381",8.75,"90,945",0.04,"1,432.33"
Indiana,35716,"Grissom AFB, IN",18,,"6,856","1,598","11,151,968",4.31,"6,730",0,"1,592.27"
Indiana,37145,"Harrison, OH--IN",18,P,391,211,"970,382",0.37,"3,767",0,"1,043.59"
Indiana,37324,"Hartford City, IN",18,,"6,135","3,054","9,120,161",3.52,"50,358",0.02,"1,742.25"
Indiana,40672,"Huntingburg, IN",18,,"6,117","2,541","9,495,275",3.67,"74,862",0.03,"1,668.51"
Indiana,40726,"Huntington, IN",18,,"17,555","8,013","25,447,591",9.83,"444,550",0.17,"1,786.70"
Indiana,41212,"Indianapolis, IN",18,,"1,699,881","717,732","1,871,391,730",722.55,"25,868,959",9.99,"2,352.62"
Indiana,42697,"Jasper, IN",18,,"16,749","7,203","29,851,597",11.53,"161,831",0.06,"1,453.18"
Indiana,44371,"Kendallville, IN",18,,"10,587","4,564","14,827,594",5.72,"100,837",0.04,"1,849.27"
Indiana,45694,"Kokomo, IN",18,,"62,576","30,777","84,173,198",32.5,0,0,"1,925.45"
Indiana,46018,"Lafayette, IN",18,,"157,100","66,557","178,037,526",68.74,"2,373,868",0.92,"2,285.40"
Indiana,47125,"Lakes of the Four Seasons, IN",18,,"13,113","4,794","13,985,410",5.4,"1,249,134",0.48,"2,428.42"
Indiana,48502,"Lebanon, IN",18,,"16,466","7,511","21,657,107",8.36,0,0,"1,969.18"
Indiana,50149,"Linton, IN",18,,"5,298","2,621","7,716,928",2.98,0,0,"1,778.14"
Indiana,51013,"Logansport, IN",18,,"20,374","8,712","27,135,232",10.48,"682,385",0.26,"1,944.65"
Indiana,51755,"Louisville/Jefferson County, KY--IN",18,P,"141,645","62,666","200,133,346",77.27,"2,241,295",0.87,"1,833.07"
Indiana,51796,"Lowell, IN",18,,"10,747","4,239","13,663,167",5.28,"68,546",0.03,"2,037.20"
Indiana,53092,"Madison, IN",18,,"17,447","7,992","27,894,395",10.77,"119,361",0.05,"1,619.95"
Indiana,54577,"Marion, IN",18,,"40,961","19,146","56,623,179",21.86,"195,380",0.08,"1,873.59"
Indiana,55225,"Martinsville, IN",18,,"12,556","5,560","15,990,759",6.17,"485,132",0.19,"2,033.67"
Indiana,56656,"Michigan City--La Porte, IN--MI",18,P,"67,282","31,965","104,419,558",40.32,"4,165,911",1.61,"1,668.84"
Indiana,58762,"Monticello, IN",18,,"10,635","7,338","33,976,761",13.12,"168,690",0.07,810.69
Indiana,60355,"Mount Vernon, IN",18,,"6,715","3,164","12,534,922",4.84,"61,424",0.02,"1,387.47"
Indiana,60625,"Muncie, IN",18,,"84,382","39,372","124,842,172",48.2,"650,397",0.25,"1,750.60"
Indiana,61111,"Nappanee, IN",18,,"7,250","3,058","11,190,893",4.32,"3,011",0,"1,677.92"
Indiana,62137,"New Castle, IN",18,,"18,555","9,020","19,867,719",7.67,"47,622",0.02,"2,418.86"
Indiana,63784,"North Manchester, IN",18,,"5,188","2,388","7,357,413",2.84,"151,322",0.06,"1,826.30"
Indiana,63865,"North Vernon, IN",18,,"6,936","3,113","13,236,302",5.11,"26,165",0.01,"1,357.19"
Indiana,68806,"Peru, IN",18,,"12,458","6,126","16,766,072",6.47,"229,059",0.09,"1,924.49"
Indiana,70291,"Plymouth, IN",18,,"12,279","5,236","24,917,397",9.62,"514,403",0.2,"1,276.32"
Indiana,71236,"Portland, IN",18,,"6,364","3,039","10,762,820",4.16,"22,660",0.01,"1,531.45"
Indiana,72316,"Princeton, IN",18,,"8,343","3,995","11,002,167",4.25,"14,066",0.01,"1,964.00"
Indiana,74206,"Rensselaer, IN",18,,"5,509","2,510","8,373,941",3.23,"12,773",0,"1,703.89"
Indiana,74638,"Richmond, IN--OH",18,P,"41,463","19,961","60,861,114",23.5,"411,380",0.16,"1,764.49"
Indiana,75610,"Rochester, IN",18,,"7,333","3,706","13,175,227",5.09,"2,891,414",1.12,"1,441.52"
Indiana,76798,"Rushville, IN",18,,"6,469","3,009","7,478,078",2.89,0,0,"2,240.50"
Indiana,78121,"Salem, IN",18,,"6,617","3,016","10,382,766",4.01,"7,271",0,"1,650.62"
Indiana,80119,"Scottsburg, IN",18,,"7,578","3,510","12,545,467",4.84,"62,602",0.02,"1,564.46"
Indiana,80794,"Seymour, IN",18,,"24,247","9,807","37,221,411",14.37,"75,722",0.03,"1,687.19"
Indiana,81280,"Shelbyville, IN",18,,"21,208","9,460","25,028,567",9.66,"265,011",0.1,"2,194.63"
Indiana,83116,"South Bend, IN--MI",18,P,"250,166","108,522","328,675,901",126.9,"4,882,172",1.89,"1,971.32"
Indiana,85438,"Sullivan, IN",18,,"4,874","2,446","7,024,747",2.71,0,0,"1,797.02"
Indiana,86275,"Syracuse, IN",18,,"7,393","4,870","17,368,295",6.71,"15,347,180",5.93,"1,102.46"
Indiana,86950,"Tell City, IN--KY",18,P,"8,761","4,396","10,893,754",4.21,116,0,"2,082.93"
Indiana,87139,"Terre Haute, IN",18,,"79,862","35,852","121,301,131",46.83,"1,009,519",0.39,"1,705.19"
Indiana,87662,"Tippecanoe, IN",18,,"3,713","3,109","10,708,924",4.13,"6,118,051",2.36,898
Indiana,87679,"Tipton, IN",18,,"5,668","2,627","6,274,211",2.42,0,0,"2,339.74"
Indiana,89515,"Union City, IN--OH",18,P,"3,395","1,658","4,865,254",1.88,"5,940",0,"1,807.31"
Indiana,90095,"Valparaiso--Shorewood Forest, IN",18,,"51,867","22,154","87,117,095",33.64,"2,303,954",0.89,"1,542.00"
Indiana,90703,"Vincennes, IN",18,,"19,800","9,176","30,630,789",11.83,"549,810",0.21,"1,674.19"
Indiana,91000,"Wabash, IN",18,,"10,254","4,965","15,421,992",5.95,"146,473",0.06,"1,722.07"
Indiana,91999,"Warsaw, IN",18,,"29,904","12,541","61,353,313",23.69,"5,279,867",2.04,"1,262.38"
Indiana,92296,"Washington, IN",18,,"12,920","5,559","17,574,117",6.79,"114,004",0.04,"1,904.09"
Indiana,94564,"Westville, IN",18,,"5,189","1,099","5,449,886",2.1,0,0,"2,466.01"
Indiana,96022,"Winchester, IN",18,,"4,797","2,348","7,453,035",2.88,"24,624",0.01,"1,667.00"
Iowa,496,"Adel, IA",19,,"5,674","2,250","7,103,711",2.74,"16,231",0.01,"2,068.72"
Iowa,1387,"Algona, IA",19,,"5,443","2,684","8,681,037",3.35,"16,085",0.01,"1,623.92"
Iowa,2062,"Ames, IA",19,,"66,342","27,846","57,904,564",22.36,"209,840",0.08,"2,967.38"
Iowa,2278,"Anamosa, IA",19,,"5,411","2,093","6,854,912",2.65,"8,863",0,"2,044.44"
Iowa,3871,"Atlantic, IA",19,,"6,608","3,309","11,633,452",4.49,"113,854",0.04,"1,471.16"
Iowa,9028,"Boone, IA",19,,"12,357","5,905","19,706,645",7.61,"3,221",0,"1,624.05"
Iowa,11674,"Burlington, IA--IL",19,P,"28,413","14,223","53,695,567",20.73,"118,748",0.05,"1,370.49"
Iowa,13996,"Carroll, IA",19,,"10,150","4,769","12,863,981",4.97,0,0,"2,043.56"
Iowa,14752,"Cedar Rapids, IA",19,,"192,844","86,125","222,816,547",86.03,"2,436,556",0.94,"2,241.59"
Iowa,14914,"Centerville, IA",19,,"5,269","2,724","9,012,668",3.48,"69,284",0.03,"1,514.16"
Iowa,15373,"Charles City, IA",19,,"7,255","3,684","10,575,577",4.08,"179,033",0.07,"1,776.77"
Iowa,16021,"Cherokee, IA",19,,"4,705","2,288","8,127,606",3.14,0,0,"1,499.32"
Iowa,17155,"Clarinda, IA",19,,"5,213","2,105","6,107,154",2.36,0,0,"2,210.79"
Iowa,17506,"Clear Lake, IA",19,,"8,406","5,640","22,335,760",8.62,"74,704",0.03,974.73
Iowa,17938,"Clinton--Fulton, IA--IL",19,P,"27,291","13,231","42,457,172",16.39,"1,435,644",0.55,"1,664.82"
Iowa,21016,"Creston, IA",19,,"7,507","3,668","11,693,544",4.51,"4,916",0,"1,662.72"
Iowa,22366,"Davenport, IA--IL",19,P,"151,477","68,204","170,080,376",65.67,"6,139,484",2.37,"2,306.70"
