STATE,UACE,NAME,STATEFP,PART,POP,HOUSING,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI,POPDEN
Minnesota,18586,"Cold Spring, MN",27,,"5,099","2,211","8,316,484",3.21,0,0,"1,587.97"
Minnesota,21232,"Crookston, MN",27,,"7,618","3,441","12,039,712",4.65,0,0,"1,638.79"
Minnesota,22995,"Delano, MN",27,,"6,178","2,307","8,010,938",3.09,0,0,"1,997.39"
Minnesota,23851,"Detroit Lakes, MN",27,,"10,234","5,956","23,834,267",9.2,"25,717,335",9.93,"1,112.09"
Minnesota,24850,"Duluth, MN--WI",27,P,"92,220","42,195","128,694,468",49.69,"8,534,352",3.3,"1,855.94"
Minnesota,28846,"Fairmont, MN",27,,"8,387","4,180","9,423,560",3.64,"986,276",0.38,"2,305.10"
Minnesota,29089,"Fargo, ND--MN",27,P,"48,471","20,059","46,541,587",17.97,"25,859",0.01,"2,697.36"
Minnesota,29116,"Faribault, MN",27,,"24,013","8,902","26,523,666",10.24,"614,025",0.24,"2,344.83"
Minnesota,29575,"Fergus Falls, MN",27,,"13,116","6,302","19,777,470",7.64,"1,563,786",0.6,"1,717.63"
Minnesota,30358,"Forest Lake, MN",27,,"21,882","9,111","36,293,421",14.01,"11,370,060",4.39,"1,561.55"
Minnesota,33490,"Glencoe, MN",27,,"5,738","2,478","8,271,828",3.19,"17,159",0.01,"1,796.62"
Minnesota,33640,"Glenwood, MN",27,,"4,202","2,464","10,985,992",4.24,0,0,990.64
Minnesota,34219,"Grand Forks, ND--MN",27,P,"9,059","3,795","12,506,937",4.83,0,0,"1,875.98"
Minnesota,34327,"Grand Rapids, MN",27,,"10,348","4,826","27,076,209",10.45,"2,149,701",0.83,989.84
Minnesota,37540,"Hastings, MN",27,,"21,635","9,202","19,070,745",7.36,"88,223",0.03,"2,938.24"
Minnesota,38620,"Hibbing, MN",27,,"12,035","6,319","17,810,946",6.88,"28,709",0.01,"1,750.08"
Minnesota,40547,"Hudson, WI--MN",27,P,"3,440","1,524","7,659,868",2.96,"489,507",0.19,"1,163.15"
Minnesota,40942,"Hutchinson, MN",27,,"14,670","6,556","20,935,860",8.08,"719,906",0.28,"1,814.83"
Minnesota,41401,"International Falls, MN",27,,"6,575","3,656","19,133,544",7.39,"69,464",0.03,890.02
Minnesota,41820,"Isanti, MN",27,,"6,621","2,454","8,373,906",3.23,"78,814",0.03,"2,047.83"
Minnesota,43426,"Jordan, MN",27,,"6,648","2,356","7,738,956",2.99,"58,600",0.02,"2,224.88"
Minnesota,44047,"Kasson, MN",27,,"7,649","2,996","8,811,107",3.4,703,0,"2,248.39"
Minnesota,45910,"La Crosse, WI--MN",27,P,"5,461","2,522","8,371,288",3.23,"820,719",0.32,"1,689.58"
Minnesota,46585,"Lake City, MN",27,,"4,912","2,634","7,244,466",2.8,"22,994",0.01,"1,756.10"
Minnesota,50122,"Lindstrom--Chisago City, MN",27,,"9,152","4,161","16,117,811",6.22,"7,232,284",2.79,"1,470.64"
Minnesota,50257,"Litchfield, MN",27,,"6,569","2,863","10,108,192",3.9,"42,833",0.02,"1,683.15"
Minnesota,50311,"Little Falls, MN",27,,"9,411","4,344","19,191,712",7.41,"1,117,783",0.43,"1,270.05"
Minnesota,52147,"Luverne, MN",27,,"4,808","2,199","5,918,735",2.29,"10,612",0,"2,103.94"
Minnesota,53983,"Mankato, MN",27,,"60,206","25,620","66,384,476",25.63,"795,096",0.31,"2,348.93"
Minnesota,54982,"Marshall, MN",27,,"13,508","5,939","21,477,700",8.29,0,0,"1,628.92"
Minnesota,57628,"Minneapolis--St. Paul, MN",27,,"2,914,866","1,198,573","2,628,301,524","1,014.79","173,442,910",66.97,"2,872.38"
Minnesota,58519,"Montevideo, MN",27,,"5,391","2,478","10,575,548",4.08,"128,550",0.05,"1,320.27"
Minnesota,58830,"Monticello, MN",27,,"15,760","6,112","22,440,549",8.66,"1,682,990",0.65,"1,818.95"
Minnesota,58961,"Montrose, MN",27,,"5,539","2,102","7,129,331",2.75,"1,952,729",0.75,"2,012.24"
Minnesota,59356,"Morris, MN",27,,"5,030","2,297","8,709,379",3.36,0,0,"1,495.82"
Minnesota,62947,"New Prague, MN",27,,"8,156","3,187","8,439,834",3.26,0,0,"2,502.89"
Minnesota,63163,"New Ulm, MN",27,,"13,435","6,091","15,069,130",5.82,0,0,"2,309.12"
Minnesota,63541,"North Branch, MN",27,,"6,368","2,530","11,250,157",4.34,"22,247",0.01,"1,466.03"
Minnesota,63676,"Northfield, MN",27,,"22,686","7,644","22,981,263",8.87,"31,608",0.01,"2,556.71"
Minnesota,66430,"Owatonna, MN",27,,"26,278","11,106","32,417,909",12.52,0,0,"2,099.45"
Minnesota,72370,"Princeton, MN",27,,"4,956","2,240","10,744,248",4.15,"198,994",0.08,"1,194.68"
Minnesota,73963,"Red Wing, MN",27,,"14,857","6,869","21,274,254",8.21,"128,505",0.05,"1,808.73"
Minnesota,73990,"Redwood Falls, MN",27,,"4,608","2,247","8,520,508",3.29,"13,019",0.01,"1,400.70"
Minnesota,75637,"Rochester, MN",27,,"121,587","53,319","133,621,364",51.59,"657,765",0.25,"2,356.73"
Minnesota,77338,"St. Cloud, MN",27,,"117,638","48,944","139,781,775",53.97,"4,367,553",1.69,"2,179.69"
Minnesota,77392,"St. Francis, MN",27,,"6,157","2,294","10,135,954",3.91,"168,653",0.07,"1,573.27"
Minnesota,78013,"St. Peter, MN",27,,"12,145","4,119","12,983,113",5.01,0,0,"2,422.79"
Minnesota,79687,"Sauk Centre, MN",27,,"4,849","2,256","12,200,881",4.71,"669,942",0.26,"1,029.34"
Minnesota,83683,"Spicer--New London, MN",27,,"3,358","2,213","11,102,999",4.29,"4,773,259",1.84,783.32
Minnesota,84952,"Stewartville, MN",27,,"6,635","2,685","7,030,262",2.71,0,0,"2,444.37"
Minnesota,85006,"Stillwater, MN--WI",27,P,"31,240","12,859","40,652,492",15.7,"1,627,875",0.63,"1,990.31"
Minnesota,87355,"Thief River Falls, MN",27,,"8,892","4,535","13,610,404",5.26,"398,494",0.15,"1,692.10"
Minnesota,90865,"Virginia, MN",27,,"12,724","6,916","17,293,746",6.68,"362,239",0.14,"1,905.60"
Minnesota,91054,"Waconia, MN",27,,"13,048","4,835","11,854,393",4.58,"436,643",0.17,"2,850.77"
Minnesota,91081,"Wadena, MN",27,,"4,110","2,043","6,782,651",2.62,"7,557",0,"1,569.42"
Minnesota,91189,"Wahpeton, ND--MN",27,P,"3,386","1,640","6,589,797",2.54,0,0,"1,330.80"
Minnesota,92215,"Waseca, MN",27,,"9,211","3,808","9,847,945",3.8,"513,017",0.2,"2,422.47"
Minnesota,95698,"Willmar, MN",27,,"21,586","8,853","34,107,315",13.17,"8,869,226",3.42,"1,639.16"
Minnesota,96562,"Winona, MN",27,,"29,633","13,461","34,406,997",13.28,"1,205,362",0.47,"2,230.63"
Minnesota,97345,"Worthington, MN",27,,"13,800","4,710","14,193,160",5.48,"3,097,152",1.2,"2,518.24"
Minnesota,98209,"Zimmerman, MN",27,,"6,360","2,345","8,431,785",3.26,"1,986,455",0.77,"1,953.60"
Mississippi,2143,"Amory, MS",28,,"5,977","2,952","14,519,988",5.61,"27,224",0.01,"1,066.14"
Mississippi,5599,"Batesville, MS",28,,"6,273","2,643","16,264,239",6.28,0,0,998.94
Mississippi,9109,"Booneville, MS",28,,"6,438","2,626","16,497,866",6.37,"27,004",0.01,"1,010.70"
Mississippi,10594,"Brookhaven, MS",28,,"10,152","4,815","25,989,578",10.03,"59,304",0.02,"1,011.70"
Mississippi,13321,"Canton, MS",28,,"26,257","10,461","61,401,387",23.71,"4,007,630",1.55,"1,107.55"
Mississippi,17263,"Clarksdale, MS",28,,"14,408","6,851","19,203,935",7.41,"16,607",0.01,"1,943.17"
Mississippi,17641,"Cleveland, MS",28,,"14,346","6,405","21,322,849",8.23,0,0,"1,742.54"
Mississippi,18910,"Columbia, MS",28,,"6,236","2,826","16,311,106",6.3,"62,292",0.02,990.19
Mississippi,19180,"Columbus, MS",28,,"26,895","12,698","52,011,870",20.08,"723,768",0.28,"1,339.27"
Mississippi,20098,"Corinth, MS",28,,"12,464","6,085","33,152,371",12.8,"38,239",0.01,973.73
Mississippi,21556,"Crystal Springs, MS",28,,"5,057","2,151","10,245,447",3.96,"25,197",0.01,"1,278.38"
Mississippi,24040,"Diamondhead, MS",28,,"9,044","4,380","13,122,331",5.07,"224,519",0.09,"1,785.04"
Mississippi,35353,"Greenville, MS",28,,"29,267","13,687","43,476,654",16.79,"59,169",0.02,"1,743.49"
Mississippi,35569,"Greenwood, MS",28,,"19,475","8,661","27,653,571",10.68,"71,918",0.03,"1,824.00"
Mississippi,35623,"Grenada, MS",28,,"10,276","5,021","18,444,545",7.12,0,0,"1,442.96"
Mississippi,35920,"Gulfport--Biloxi, MS",28,,"236,344","106,428","436,768,275",168.64,"31,092,363",12,"1,401.49"
Mississippi,37594,"Hattiesburg, MS",28,,"80,821","35,939","164,772,737",63.62,"3,865,803",1.49,"1,270.39"
Mississippi,39565,"Holly Springs, MS",28,,"5,559","2,143","13,772,183",5.32,0,0,"1,045.42"
Mississippi,41266,"Indianola, MS",28,,"9,341","3,810","13,244,435",5.11,"225,273",0.09,"1,826.66"
Mississippi,42211,"Jackson, MS",28,,"347,693","155,654","614,234,278",237.16,"6,878,645",2.66,"1,466.09"
Mississippi,45721,"Kosciusko, MS",28,,"6,716","2,870","14,484,759",5.59,"5,758",0,"1,200.87"
Mississippi,48043,"Laurel, MS",28,,"25,201","10,428","52,383,699",20.23,"250,568",0.1,"1,246.00"
Mississippi,52471,"McComb, MS",28,,"15,327","7,396","33,941,567",13.1,"154,492",0.06,"1,169.56"
Mississippi,56116,"Memphis, TN--MS--AR",28,P,"144,728","56,770","260,191,354",100.46,"1,795,923",0.69,"1,440.65"
Mississippi,56305,"Meridian, MS",28,,"33,809","16,621","76,345,986",29.48,"420,299",0.16,"1,146.95"
Mississippi,61327,"Natchez, MS--LA",28,P,"18,763","9,969","43,495,097",16.79,"19,285",0.01,"1,117.27"
Mississippi,61651,"New Albany, MS",28,,"6,763","3,134","21,272,280",8.21,"102,687",0.04,823.42
Mississippi,66565,"Oxford, MS",28,,"33,518","17,650","62,962,622",24.31,"137,188",0.05,"1,378.77"
Mississippi,67812,"Pascagoula--Gautier, MS",28,,"51,454","24,371","99,989,675",38.61,"3,251,712",1.26,"1,332.79"
Mississippi,69049,"Philadelphia, MS",28,,"7,114","3,326","19,043,537",7.35,0,0,967.53
Mississippi,69211,"Picayune, MS",28,,"16,301","7,396","40,439,956",15.61,"1,084,788",0.42,"1,044.00"
Mississippi,80659,"Senatobia, MS",28,,"6,817","2,275","10,157,776",3.92,"120,368",0.05,"1,738.17"
Mississippi,84466,"Starkville, MS",28,,"32,812","16,188","50,110,444",19.35,"293,591",0.11,"1,695.91"
Mississippi,89029,"Tupelo, MS",28,,"40,233","18,370","112,126,988",43.29,"369,035",0.14,929.33
Mississippi,90487,"Vicksburg, MS--LA",28,P,"25,717","12,682","62,595,876",24.17,"642,133",0.25,"1,064.08"
Mississippi,94402,"West Point, MS",28,,"8,134","3,807","16,949,011",6.54,"104,005",0.04,"1,242.96"
Mississippi,97588,"Yazoo City, MS",28,,"15,060","4,931","23,950,631",9.25,"284,814",0.11,"1,628.57"
Missouri,4276,"Aurora, MO",29,,"7,466","3,488","13,670,605",5.28,"40,800",0.02,"1,414.48"
Missouri,8812,"Bolivar, MO",29,,"10,324","4,442","15,321,678",5.92,"21,991",0.01,"1,745.18"
Missouri,9005,"Bonne Terre, MO",29,,"6,696","1,946","5,703,065",2.2,"53,277",0.02,"3,040.92"
Missouri,9190,"Boonville, MO",29,,"8,034","3,364","15,083,778",5.82,"58,042",0.02,"1,379.49"
Missouri,9676,"Branson, MO",29,,"28,640","16,198","90,219,202",34.83,"1,146,904",0.44,822.19
Missouri,10567,"Brookfield, MO",29,,"3,869","2,034","8,320,578",3.21,"23,046",0.01,"1,204.32"
Missouri,13024,"Camdenton, MO",29,,"5,849","3,481","22,974,321",8.87,0,0,659.38
Missouri,13051,"Cameron, MO",29,,"8,450","2,882","11,673,085",4.51,"84,707",0.03,"1,874.86"
Missouri,13537,"Cape Girardeau, MO--IL",29,P,"55,386","24,739","80,683,266",31.15,"121,519",0.05,"1,777.93"
Missouri,14266,"Carthage, MO",29,,"16,260","6,432","22,231,408",8.58,0,0,"1,894.31"
Missouri,14374,"Caruthersville, MO",29,,"5,319","2,582","8,416,322",3.25,"2,773",0,"1,636.84"
Missouri,16426,"Chillicothe, MO",29,,"9,122","3,910","15,490,725",5.98,"68,820",0.03,"1,525.16"
Missouri,17965,"Clinton, MO",29,,"8,866","4,370","15,674,034",6.05,"186,454",0.07,"1,465.02"
Missouri,18937,"Columbia, MO",29,,"141,831","62,836","174,042,803",67.2,"710,720",0.27,"2,110.63"
Missouri,23797,"De Soto, MO",29,,"7,649","3,440","11,394,754",4.4,"363,295",0.14,"1,738.59"
Missouri,24013,"Dexter, MO",29,,"9,635","4,675","20,056,904",7.74,"243,643",0.09,"1,244.19"
Missouri,26443,"Eldon, MO",29,,"4,513","2,168","8,645,172",3.34,0,0,"1,352.04"
Missouri,28262,"Eureka, MO",29,,"14,027","4,870","24,177,257",9.33,"43,957",0.02,"1,502.64"
Missouri,28495,"Excelsior Springs, MO",29,,"9,840","4,435","14,763,042",5.7,0,0,"1,726.30"
Missouri,29251,"Farmington, MO",29,,"32,804","13,603","46,756,573",18.05,"104,259",0.04,"1,817.11"
Missouri,29494,"Fayetteville--Springdale--Rogers, AR--MO",29,P,25,7,"1,220,836",0.47,"8,688",0,53.04
Missouri,30520,"Forsyth, MO",29,,"7,423","3,724","17,087,197",6.6,"43,136",0.02,"1,125.14"
Missouri,30748,"Fort Leonard Wood--St. Robert--Waynesville, MO",29,,"31,672","9,536","67,797,845",26.18,"21,373",0.01,"1,209.92"
Missouri,31627,"Fredericktown, MO",29,,"4,986","2,187","8,465,897",3.27,"16,415",0.01,"1,525.38"
Missouri,32086,"Fulton, MO",29,,"12,479","4,682","22,457,715",8.67,"235,047",0.09,"1,439.17"
Missouri,36730,"Hannibal, MO",29,,"17,672","8,097","27,454,914",10.6,"45,318",0.02,"1,667.11"
Missouri,37189,"Harrisonville, MO",29,,"9,423","4,034","17,698,345",6.83,"91,613",0.04,"1,378.97"
Missouri,38728,"Higginsville, MO",29,,"4,551","2,081","5,466,690",2.11,"37,045",0.01,"2,156.16"
Missouri,39589,"Holts Summit, MO",29,,"5,184","2,263","12,272,148",4.74,"338,350",0.13,"1,094.06"
Missouri,42967,"Jefferson City, MO",29,,"50,775","23,952","89,244,391",34.46,"245,212",0.09,"1,473.56"
Missouri,43399,"Joplin, MO",29,,"86,679","38,706","156,777,192",60.53,"286,314",0.11,"1,431.95"
Missouri,43912,"Kansas City, MO--KS",29,P,"931,524","423,200","1,053,152,553",406.62,"13,562,867",5.24,"2,290.87"
Missouri,44155,"Kearney, MO",29,,"10,174","3,941","14,541,160",5.61,0,0,"1,812.13"
Missouri,44452,"Kennett, MO",29,,"10,560","4,832","16,630,965",6.42,"2,306",0,"1,644.54"
Missouri,45032,"Kimberling City, MO",29,,"4,467","3,329","24,228,508",9.35,"10,819",0,477.52
Missouri,45424,"Kirksville, MO",29,,"16,846","7,492","22,260,936",8.59,"56,697",0.02,"1,959.98"
Missouri,48556,"Lebanon, MO",29,,"14,710","6,729","32,119,051",12.4,"151,005",0.06,"1,186.17"
Missouri,48826,"Lee's Summit, MO",29,,"91,960","36,767","97,369,441",37.59,"2,772,160",1.07,"2,446.10"
Missouri,52876,"Macon, MO",29,,"5,359","2,639","13,151,154",5.08,"44,548",0.02,"1,055.40"
Missouri,55009,"Marshall, MO",29,,"13,471","5,261","17,649,776",6.81,"186,755",0.07,"1,976.78"
Missouri,55117,"Marshfield, MO",29,,"7,537","3,204","13,821,165",5.34,"8,211",0,"1,412.38"
Missouri,55360,"Maryville, MO",29,,"11,212","5,175","14,538,667",5.61,"14,339",0.01,"1,997.36"
Missouri,56548,"Mexico, MO",29,,"11,351","5,198","17,383,043",6.71,"155,206",0.06,"1,691.24"
Missouri,57898,"Moberly, MO",29,,"12,163","5,797","29,596,426",11.43,"25,830",0.01,"1,064.39"
Missouri,58195,"Monett, MO",29,,"9,391","3,860","14,926,723",5.76,"38,941",0.02,"1,629.47"
Missouri,59653,"Mountain Grove, MO",29,,"4,219","2,207","8,307,169",3.21,"80,485",0.03,"1,315.39"
Missouri,61543,"Neosho, MO",29,,"12,580","5,231","25,274,624",9.76,"25,849",0.01,"1,289.12"
Missouri,61624,"Nevada, MO",29,,"8,529","4,054","15,836,504",6.11,"87,486",0.03,"1,394.88"
Missouri,64837,"Odessa, MO",29,,"5,529","2,300","7,257,118",2.8,"81,201",0.03,"1,973.24"
Missouri,66060,"Osage Beach, MO",29,,"6,668","7,785","34,375,774",13.27,"1,694,492",0.65,502.39
Missouri,66740,"Pacific, MO",29,,"8,522","3,800","16,028,940",6.19,0,0,"1,377.00"
Missouri,68293,"Peculiar, MO",29,,"5,564","2,227","12,396,033",4.79,"81,851",0.03,"1,162.52"
Missouri,68779,"Perryville, MO",29,,"8,062","3,531","14,805,396",5.72,0,0,"1,410.33"
Missouri,70102,"Platte City, MO",29,,"10,707","4,330","15,413,519",5.95,"102,079",0.04,"1,799.14"
Missouri,70210,"Pleasant Hill, MO",29,,"8,737","3,423","12,331,538",4.76,"202,366",0.08,"1,835.03"
Missouri,70804,"Poplar Bluff, MO",29,,"20,449","9,497","39,997,888",15.44,"167,841",0.06,"1,324.14"
Missouri,74233,"Republic, MO",29,,"18,446","7,323","19,381,581",7.48,0,0,"2,464.96"
Missouri,74719,"Richmond, MO",29,,"5,857","2,738","11,397,452",4.4,"32,998",0.01,"1,330.96"
Missouri,76123,"Rolla, MO",29,,"20,610","9,555","29,966,746",11.57,"43,306",0.02,"1,781.30"
Missouri,77311,"St. Clair, MO",29,,"6,303","2,735","10,146,074",3.92,"329,722",0.13,"1,608.97"
Missouri,77365,"Ste. Genevieve, MO",29,,"4,988","2,097","8,125,643",3.14,"5,378",0,"1,589.89"
Missouri,77743,"St. Joseph, MO--KS",29,P,"75,060","34,200","106,896,013",41.27,"1,102,897",0.43,"1,818.63"
Missouri,77770,"St. Louis, MO--IL",29,P,"1,800,651","817,102","1,728,963,592",667.56,"18,663,530",7.21,"2,697.38"
Missouri,78148,"Salem, MO",29,,"4,684","2,359","8,167,350",3.15,0,0,"1,485.37"
Missouri,79795,"Savannah, MO",29,,"5,253","2,301","8,474,446",3.27,"22,313",0.01,"1,605.44"
Missouri,80038,"Scott City, MO",29,,"4,949","2,238","12,280,907",4.74,"2,613",0,"1,043.72"
Missouri,80443,"Sedalia, MO",29,,"26,043","12,068","44,138,673",17.04,"188,349",0.07,"1,528.16"
Missouri,81928,"Sikeston, MO",29,,"17,683","7,951","34,053,505",13.15,"35,951",0.01,"1,344.91"
Missouri,82641,"Smithville, MO",29,,"9,684","3,818","17,724,419",6.84,"195,667",0.08,"1,415.08"
Missouri,83953,"Springfield, MO",29,,"282,651","129,736","347,924,580",134.33,"274,823",0.11,"2,104.08"
Missouri,85465,"Sullivan, MO",29,,"7,227","3,384","15,907,125",6.14,0,0,"1,176.70"
Missouri,88435,"Trenton, MO",29,,"5,426","2,859","11,176,057",4.32,"676,365",0.26,"1,257.44"
Missouri,88570,"Troy, MO",29,,"16,669","6,408","23,310,552",9,"120,944",0.05,"1,852.06"
Missouri,89461,"Union, MO",29,,"12,019","4,961","19,440,318",7.51,37,0,"1,601.26"
Missouri,90631,"Village of Four Seasons, MO",29,,"7,489","9,467","49,484,108",19.11,"3,740,690",1.44,391.97
Missouri,91864,"Warrensburg, MO",29,,"19,934","8,557","21,954,000",8.48,"47,219",0.02,"2,351.68"
Missouri,91918,"Warrenton, MO",29,,"9,398","4,018","15,625,477",6.03,"212,185",0.08,"1,557.76"
Missouri,92350,"Washington, MO",29,,"14,616","6,620","20,397,190",7.88,"81,188",0.03,"1,855.91"
Missouri,94375,"West Plains, MO",29,,"11,852","5,579","26,557,142",10.25,"3,385",0,"1,155.87"
Missouri,94870,"Whiteman AFB--Knob Noster, MO",29,,"5,577","2,264","18,912,283",7.3,"22,214",0.01,763.76
Missouri,95310,"Willard, MO",29,,"6,854","2,604","22,443,423",8.67,"3,423",0,790.96
Montana,2197,"Anaconda-Deer Lodge County, MT",30,,"6,697","3,828","6,759,740",2.61,0,0,"2,565.95"
Montana,6382,"Belgrade, MT",30,,"18,534","7,215","34,572,870",13.35,"107,241",0.04,"1,388.45"
Montana,7705,"Billings, MT",30,,"128,787","57,343","141,671,924",54.7,"353,601",0.14,"2,354.43"
Montana,9514,"Bozeman, MT",30,,"59,080","26,060","55,406,356",21.39,"137,703",0.05,"2,761.71"
Montana,12052,"Butte-Silver Bow, MT",30,,"30,258","15,141","39,593,452",15.29,0,0,"1,979.31"
Montana,19045,"Columbia Falls, MT",30,,"6,589","3,158","11,008,998",4.25,"2,697",0,"1,550.13"
Montana,24175,"Dillon, MT",30,,"4,429","2,221","7,115,148",2.75,0,0,"1,612.20"
Montana,33517,"Glendive, MT",30,,"6,675","3,217","14,052,773",5.43,"30,895",0.01,"1,230.23"
Montana,34759,"Great Falls, MT",30,,"67,097","30,776","78,488,614",30.3,"1,825,334",0.7,"2,214.08"
Montana,36406,"Hamilton, MT",30,,"6,870","3,490","10,305,114",3.98,"9,471",0,"1,726.64"
Montana,37702,"Havre, MT",30,,"9,826","4,702","10,599,176",4.09,"1,241",0,"2,401.06"
Montana,38161,"Helena, MT",30,,"52,380","24,037","82,051,726",31.68,"181,931",0.07,"1,653.39"
Montana,43777,"Kalispell, MT",30,,"36,131","15,698","48,500,512",18.73,"564,840",0.22,"1,929.44"
Montana,48070,"Laurel, MT",30,,"8,789","3,736","15,370,854",5.93,"10,723",0,"1,480.95"
Montana,49366,"Lewistown, MT",30,,"6,024","3,182","7,557,338",2.92,0,0,"2,064.50"
Montana,49609,"Libby, MT",30,,"4,341","2,194","9,104,840",3.52,"169,223",0.07,"1,234.85"
Montana,50608,"Livingston, MT",30,,"9,350","4,752","11,603,714",4.48,"79,425",0.03,"2,086.95"
Montana,57169,"Miles City, MT",30,,"9,227","4,518","12,002,319",4.63,"6,842",0,"1,991.10"
Montana,57736,"Missoula, MT",30,,"88,109","41,026","114,715,728",44.29,"587,170",0.23,"1,989.28"
Montana,70588,"Polson, MT",30,,"5,564","3,036","12,222,276",4.72,0,0,"1,179.05"
Montana,81793,"Sidney, MT",30,,"6,522","3,166","18,219,286",7.03,0,0,927.14
Montana,94753,"Whitefish, MT",30,,"7,898","4,733","15,958,749",6.16,"475,913",0.18,"1,281.79"
Nebraska,1522,"Alliance, NE",31,,"8,119","3,956","12,704,963",4.91,"31,691",0.01,"1,655.11"
Nebraska,6004,"Beatrice, NE",31,,"12,142","6,011","22,510,017",8.69,"168,444",0.07,"1,397.05"
Nebraska,8137,"Blair, NE",31,,"8,001","3,531","21,189,662",8.18,0,0,977.95
Nebraska,15130,"Chadron, NE",31,,"4,930","2,213","5,969,800",2.3,0,0,"2,138.87"
Nebraska,19207,"Columbus, NE",31,,"24,838","10,276","34,920,337",13.48,"558,476",0.22,"1,842.20"
Nebraska,21097,"Crete, NE",31,,"6,959","2,411","6,741,838",2.6,"80,171",0.03,"2,673.41"
Nebraska,28603,"Fairbury, NE",31,,"4,011","2,022","6,112,076",2.36,"10,793",0,"1,699.66"
Nebraska,29062,"Falls City, NE",31,,"4,133","2,148","8,683,749",3.35,"12,085",0,"1,232.70"
Nebraska,31762,"Fremont, NE",31,,"28,292","11,998","35,666,800",13.77,"843,304",0.33,"2,054.46"
Nebraska,34246,"Grand Island, NE",31,,"55,099","21,892","76,667,722",29.6,"692,822",0.27,"1,861.35"
Nebraska,37567,"Hastings, NE",31,,"24,807","11,175","33,205,915",12.82,"372,240",0.14,"1,934.89"
Nebraska,39403,"Holdrege, NE",31,,"5,454","2,590","7,607,254",2.94,"36,417",0.01,"1,856.88"
Nebraska,44182,"Kearney, NE",31,,"34,526","14,644","47,053,698",18.17,"349,578",0.13,"1,900.42"
Nebraska,49474,"Lexington, NE",31,,"10,438","3,545","12,200,078",4.71,"34,285",0.01,"2,215.91"
Nebraska,49933,"Lincoln, NE",31,,"291,217","123,888","243,909,888",94.17,"2,980,698",1.15,"3,092.32"
Nebraska,52525,"McCook, NE",31,,"7,395","3,670","13,580,428",5.24,0,0,"1,410.34"
Nebraska,61408,"Nebraska City, NE",31,,"7,020","3,090","10,855,932",4.19,0,0,"1,674.82"
Nebraska,63406,"Norfolk, NE",31,,"27,407","11,803","33,047,498",12.76,"227,458",0.09,"2,147.93"
Nebraska,63811,"North Platte, NE",31,,"23,582","11,414","33,580,277",12.97,"243,722",0.09,"1,818.84"
Nebraska,64918,"Ogallala, NE",31,,"4,721","2,399","8,458,395",3.27,0,0,"1,445.59"
Nebraska,65269,"Omaha, NE--IA",31,P,"751,061","308,435","610,302,454",235.64,"9,897,958",3.82,"3,187.34"
Nebraska,70183,"Plattsmouth, NE",31,,"6,655","2,908","7,757,250",3,"16,249",0.01,"2,221.97"
Nebraska,79957,"Schuyler, NE",31,,"6,522","2,031","6,639,609",2.56,"153,118",0.06,"2,544.11"
Nebraska,80065,"Scottsbluff, NE",31,,"25,104","11,342","38,028,338",14.68,"409,822",0.16,"1,709.75"
Nebraska,80767,"Seward, NE",31,,"7,473","2,959","8,945,137",3.45,"27,128",0.01,"2,163.74"
Nebraska,81820,"Sidney, NE",31,,"6,232","3,154","11,493,826",4.44,680,0,"1,404.30"
Nebraska,82225,"Sioux City, IA--NE--SD",31,P,"17,135","5,954","21,171,739",8.17,"786,331",0.3,"2,096.16"
Nebraska,91162,"Wahoo, NE",31,,"4,782","2,000","5,777,357",2.23,"2,310",0,"2,143.77"
Nebraska,93241,"Wayne, NE",31,,"5,980","2,325","7,998,635",3.09,"114,652",0.04,"1,936.35"
Nebraska,97723,"York, NE",31,,"7,968","3,735","12,242,381",4.73,"33,827",0.01,"1,685.70"
Nevada,9325,"Boulder City, NV",32,,"14,181","7,164","14,826,356",5.72,0,0,"2,477.25"
Nevada,11431,"Bullhead City, AZ--NV",32,P,219,133,"3,846,259",1.49,"644,220",0.25,147.47
Nevada,14158,"Carson City, NV",32,,"61,629","26,356","67,818,880",26.19,"169,053",0.07,"2,353.60"
Nevada,18640,"Cold Springs, NV",32,,"9,686","3,510","8,984,732",3.47,0,0,"2,792.14"
Nevada,22616,"Dayton Northeast, NV",32,,"6,248","2,375","9,942,625",3.84,0,0,"1,627.56"
Nevada,22622,"Dayton Southwest, NV",32,,"7,547","3,184","11,650,600",4.5,"3,839",0,"1,677.74"
Nevada,26902,"Elko, NV",32,,"21,695","9,136","32,529,312",12.56,0,0,"1,727.36"
Nevada,27361,"Ely, NV",32,,"4,455","2,284","8,018,080",3.1,0,0,"1,439.05"
Nevada,29035,"Fallon, NV",32,,"16,753","7,153","36,159,767",13.96,"18,327",0.01,"1,199.95"
Nevada,29656,"Fernley, NV",32,,"19,233","7,298","27,445,794",10.6,0,0,"1,814.97"
Nevada,32572,"Gardnerville, NV",32,,"21,338","9,599","32,837,770",12.68,"49,380",0.02,"1,682.98"
Nevada,41100,"Incline Village, NV--CA",32,P,"9,206","7,153","18,909,371",7.3,"4,718",0,"1,260.93"
Nevada,43227,"Johnson Lane, NV",32,,"5,268","2,242","10,734,511",4.14,0,0,"1,271.05"
Nevada,47995,"Las Vegas--Henderson--Paradise, NV",32,,"2,196,623","884,138","1,127,407,757",435.29,"1,522,870",0.59,"5,046.29"
Nevada,48016,"Laughlin, NV",32,,"6,579","4,162","3,937,232",1.52,0,0,"4,327.79"
